;1882-12-01_1
chambre;54.0
député;7.0
session;8.0
extraordinaire;2.0
compte;23.0
rendu;3.0
extenso;3.0
séance;16.0
vendredi;1.0
décembre;6.0
sommaire;1.0
procès-verbal;6.0
laroche-jaubert;1.0
demande;59.0
congé;12.0
dépôt;2.0
chavanne;3.0
rhône;2.0
nom;17.0
commission;57.0
intérêt;24.0
local;11.0
projet;46.0
loi;29.0
tendant;5.0
autoriser;4.0
ville;14.0
brest;2.0
finistère;2.0
contracter;2.0
emprunt;5.0
caisse;16.0
école;78.0
adoption;8.0
objet;7.0
perception;6.0
surtaxe;6.0
vin;4.0
octroi;4.0
tanninges;1.0
haute-savoie;3.0
cidre;2.0
poirés;2.0
hydromel;2.0
sallanches;2.0
haute;4.0
savoie;1.0
suite;13.0
discussion;26.0
portan;1.0
fixation;3.0
budget;132.0
général;25.0
dépense;137.0
recette;14.0
exercice;9.0
ministère;12.0
marine;25.0
colonie;121.0
service;50.0
nial;1.0
chap;26.0
personnel;22.0
civil;24.0
amendement;67.0
dureau;8.0
vaulcomte;10.0
arthur;3.0
rapporteur;40.0
rejet;4.0
amen;2.0
dement;1.0
hurard;7.0
deproge;2.0
retrait;2.0
sarlat;14.0
chiffre;32.0
chapitre;52.0
subvention;32.0
gerville;6.0
réache;6.0
gerville-réache;8.0
raoporteur;1.0
tookin;1.0
blancsubé;32.0
ribot;3.0
président;107.0
instruction;77.0
publique;57.0
beauxarts;1.0
générale;15.0
chevandier;9.0
comte;16.0
lanjuinais;19.0
hippolyte;38.0
maze;44.0
haentjens;57.0
paul;72.0
bort;1.0
janvier;58.0
motte;51.0
incident;5.0
bert;76.0
présidence;1.0
henri;2.0
brisson;1.0
ouverte;1.0
billais;2.0
secrétaire;2.0
donne;8.0
lecture;2.0
hier;6.0
quelqu;2.0
demande-t-il;1.0
laroche-joubert;4.0
Monsieur;115.0
avez;56.0
laroche;11.0
joubert;10.0
demandé;16.0
trouve;21.0
image;1.0
exacte;3.0
honorable;35.0
nadaud;4.0
tribune;28.0
renda;1.0
prononcer;3.0
gauche;77.0
point;32.0
entendu;14.0
dit;34.0
applaudi;2.0
reprise;1.0
disant;3.0
faudrait;17.0
laisser;13.0
penser;1.0
exclusivement;5.0
manifesté;3.0
approbation;6.0
approuvé;3.0
discours;11.0
marque;2.0
assentiment;5.0
raison;31.0
accueilli;2.0
bienveillante;3.0
droit;41.0
observation;19.0
adopté;16.0
marcellin;1.0
pellet;1.0
renvoyée;2.0
rapport;10.0
honneur;28.0
déposer;2.0
bureau;3.0
dom;3.0
projei;1.0
fraucs;1.0
col;2.0
ordre;23.0
jour;17.0
appelle;12.0
adopte;1.0
successivement;1.0
article;15.0
ensemble;2.0
texte;1.0
unique;5.0
autorisée;2.0
partir;3.0
inclusivement;2.0
département;17.0
ci-après;1.0
savoir;16.0
centime;6.0
hectolitre;5.0
cercle;2.0
bouteille;2.0
indépendant;4.0
pourront;2.0
perçus;1.0
titre;9.0
taxe;2.0
principale;2.0
boisson;2.0
tanningeg;1.0
perçu;1.0
portant;2.0
exer;1.0
cice;1.0
arrêtée;2.0
leroy;2.0
qae;4.0
vote;7.0
discute;1.0
déposés;2.0
faire;108.0
porté;4.0
somme;46.0
ministre;63.0
donner;31.0
déduction;2.0
propose;11.0
transfert;2.0
militaire;22.0
motive;1.0
décret;17.0
septembre;3.0
octobre;2.0
année;50.0
fonction;7.0
ordonnateur;2.0
supprimées;1.0
attribuées;2.0
part;22.0
concerne;10.0
administration;17.0
comptabilité;2.0
marit;1.0
fonctionnaire;10.0
prend;4.0
chef;5.0
administratif;2.0
directeur;8.0
intérieur;10.0
transférer;2.0
relative;6.0
commissariat;5.0
port;7.0
inscription;8.0
maritime;5.0
agent;4.0
traitement;34.0
réforme;4.0
sorte;13.0
proposé;6.0
accord;11.0
gouvernement;65.0
franc;64.0
relatif;3.0
angmentation;1.0
juge;17.0
saintpierre;3.0
fort;32.0
martinique;9.0
aug;1.0
mentation;1.0
destinée;5.0
paix;7.0
saint-pierre;21.0
mouillage;2.0
élever;6.0
croyait;1.0
auteur;1.0
crédit;16.0
affecté;5.0
chapitra;1.0
proposons;1.0
fixer;1.0
total;6.0
ajoute;6.0
éviter;2.0
confusion;2.0
débat;9.0
suivre;5.0
cru;8.0
devoir;14.0
créer;13.0
bis;2.0
afférentes;1.0
fleuve;7.0
sénégal;7.0
attri;1.0
buons;1.0
caractère;7.0
permanent;1.0
consistent;1.0
supplément;3.0
indemnité;8.0
séjour;1.0
dues;2.0
complémentaire;1.0
distribué;1.0
changé;1.0
numérotation;1.0
devenu;2.0
lors;9.0
accepte;3.0
modification;6.0
explication;5.0
lonies;1.0
conçu;8.0
tribunal;37.0
instance;1.0
augmenter;12.0
assimiler;5.0
solde;12.0
procureur;3.0
république;18.0
greffier;2.0
commis-greffier;1.0
assermenté;2.0
île;19.0
réunion;21.0
magistrat;9.0
grade;14.0
place;10.0
fort-de-france;6.0
basse;3.0
terre;8.0
guadeloupe;18.0
justice;6.0
suppléant;3.0
ile;7.0
présenté;10.0
bur;1.0
saint;9.0
pierre;5.0
fort-defrance;1.0
antilles;2.0
soumises;3.0
organisation;4.0
judiciaire;2.0
considérés;1.0
classe;14.0
pointe-à-pitre;1.0
saintdenis;1.0
defrance;1.0
basse-terre;7.0
seraient;10.0
classi;1.0
fication;1.0
toutefois;4.0
résulte;8.0
acte;6.0
législatif;1.0
assimilation;5.0
complète;2.0
absolue;5.0
traitem;1.0
nïs;1.0
contraire;7.0
dernier;25.0
faite;16.0
cesse;4.0
demiassimilation;1.0
profite;3.0
substitut;1.0
républ;1.0
jouissant;1.0
seuls;5.0
placé;6.0
constate;2.0
inégalité;5.0
indiquées;1.0
tableau;4.0
comparatif;1.0
établi;8.0
agit;8.0
justifier;2.0
cps;1.0
différence;8.0
statistique;7.0
compare;2.0
affaire;12.0
portée;5.0
annuellement;3.0
ferai;4.0
observer;2.0
importance;10.0
mesure;13.0
nombre;34.0
correctionnelles;2.0
acceptant;1.0
terme;7.0
comparaison;3.0
tribu;5.0
nal;3.0
france;35.0
jugé;3.0
-viles;1.0
grand;56.0
écart;3.0
signalé;2.0
provient;1.0
allant;1.0
au-delà;2.0
consulte;2.0
diciaire;1.0
voudrais;8.0
voir;11.0
cesser;3.0
apparaît;1.0
facile;8.0
int;1.0
basse-;1.0
préle;1.0
tribuaal;1.0
reçoivent;4.0
supérieur;22.0
ffees;1.0
permettent;2.0
sieur;3.0
