;1882-05-27_1
chambre;83.0
député;31.0
session;3.0
ordinaire;26.0
compte;18.0
rendu;6.0
extenso;2.0
séance;16.0
samedi;1.0
sommaire;1.0
procès-verbal;5.0
janvier;24.0
motte;15.0
comte;82.0
douville-maillefeu;8.0
demande;57.0
congé;17.0
excuse;3.0
dépôt;14.0
baïhaut;7.0
rapport;24.0
nom;24.0
commission;63.0
budget;39.0
chargée;4.0
examiner;7.0
projet;80.0
loi;202.0
relatif;19.0
création;10.0
poste;7.0
somme;23.0
fixe;2.0
antonin;11.0
dubost;7.0
intérêt;21.0
local;5.0
tendant;6.0
modifier;7.0
taux;3.0
emprunt;4.0
contracter;3.0
département;10.0
isère;3.0
vertu;10.0
anté;1.0
rieure;1.0
question;34.0
adressée;2.0
talandier;27.0
ministre;115.0
finance;59.0
réponse;6.0
letellier;8.0
marcère;7.0
supplémentaire;3.0
proposition;19.0
alfred;16.0
naquet;7.0
relative;6.0
rétablissement;3.0
divorce;4.0
hérédia;6.0
portant;9.0
affectation;2.0
ministère;27.0
instruction;27.0
publique;30.0
beaux-arts;6.0
construction;2.0
petit;89.0
lycée;15.0
succursale;2.0
louis-le-grand;1.0
terrain;6.0
superficie;1.0
mètre;4.0
carré;4.0
provenant;1.0
retranchés;1.0
luxembourg;1.0
rue;4.0
assas;1.0
abbé-de;1.0
epée;1.0
éeole;1.0
pharmacie;1.0
îlot;1.0
bordure;1.0
observatoire;1.0
présentation;4.0
intérieur;11.0
ouverture;14.0
exercice;43.0
crédit;39.0
extraordinaire;8.0
franc;13.0
liquidation;2.0
arriéré;2.0
service;13.0
assistance;4.0
algérie;2.0
complément;2.0
ressource;10.0
destinée;3.0
constituer;2.0
dotation;2.0
suffisante;5.0
adoption;27.0
autoriser;4.0
ville;7.0
renne;2.0
ille-et-vilaine;4.0
emprunter;4.0
indre-et-loire;1.0
imposer;11.0
extraordinairement;2.0
dépense;13.0
départemental;5.0
créer;6.0
extraordinaires;5.0
inté;1.0
rét;1.0
discussion;37.0
guerre;15.0
supplémentaires;7.0
montant;4.0
entretien;4.0
surcroit;2.0
effectif;14.0
titre;13.0
temporaire;2.0
ajournement;6.0
vicomte;24.0
desson;11.0
saintf;1.0
aignan;3.0
laisant;6.0
rapporteur;32.0
rejet;8.0
article;122.0
ensemble;9.0
annulation;2.0
section;4.0
môme;5.0
applicable;5.0
scientifique;4.0
passage;4.0
vénus;2.0
renvoi;3.0
travaux;15.0
public;19.0
bud-;1.0
get;1.0
destinés;8.0
alimenter;4.0
canal;7.0
briare;6.0
centre;10.0
suite;6.0
délibération;8.0
enseignement;113.0
secondaire;54.0
privé;11.0
marcou;26.0
objet;15.0
exiger;3.0
garantie;7.0
capacité;9.0
directeur;31.0
professeur;39.0
éta;2.0
blissements;2.0
libres;26.0
art;21.0
amendement;31.0
bassetière;20.0
compayré;9.0
henry;21.0
maret;16.0
scrutin;28.0
freppel;24.0
kergorlay;13.0
disposition;17.0
additionnelle;1.0
villiers;22.0
alicot;17.0
alieot;1.0
retrait;2.0
partie;18.0
modifié;2.0
dernier;22.0
décision;3.0
passera;3.0
brousse;8.0
collègue;18.0
judiciaire;2.0
présidence;1.0
henri;20.0
brisson;6.0
ouverte;1.0
riotteau;5.0
secrétaire;4.0
donne;11.0
lecture;14.0
jeudi;6.0
absent;7.0
salle;2.0
voté;29.0
paragrapne;1.0
présent;6.0
aurais;3.0
certainement;3.0
porté;10.0
journal;6.0
officiel;11.0
paragraphe;12.0
régulier;1.0
président;68.0
adopté;34.0
boudeville;5.0
harard;1.0
demandent;1.0
renvoyées;1.0
gatineau;6.0
pouvoir;4.0
assister;1.0
téance;1.0
jour;33.0
honneur;13.0
déposer;6.0
bureau;12.0
itère;1.0
antérieure;2.0
imprimé;4.0
distribués;2.0
relativement;2.0
révocation;3.0
fonctionnaire;4.0
désire;4.0
poser;4.0
acceptée;1.0
Monsieur;74.0
ex-fonctionnaire;1.0
viens;12.0
révoqué;6.0
septembre;6.0
est-à-dire;11.0
magnin;8.0
actuel;5.0
voix;37.0
entend;8.0
puis;8.0
parler;9.0
crois;20.0
entendriez;1.0
vouliez;3.0
écouter;3.0
faire;52.0
silence;5.0
désirez;1.0
continuer;3.0
causer;1.0
causez;2.0
déclare;11.0
décidé;1.0
effort;2.0
surhumains;1.0
entendre;4.0
charros;25.0
léorl;1.0
say;7.0
aurait;11.0
léon;29.0
coup;3.0
sûr;1.0
naïf;1.0
croire;3.0
vote;24.0
confiance;5.0
réserve;2.0
