;1887-02-26
chambre;260.0
député;75.0
législature;1.0
session;1.0
ordinaire;24.0
ûhph;1.0
uhdu;1.0
kmso;1.0
gùngl;1.0
éac;1.0
samedi;2.0
février;8.0
sommairb;1.0
eta;1.0
tion;9.0
ministre;79.0
finance;54.0
jet;3.0
loi;127.0
adopté;75.0
dété;1.0
modification;25.0
sénat;254.0
part;25.0
fixation;9.0
budget;161.0
dépense;41.0
exercice;18.0
recette;21.0
ressource;14.0
extranrrh;1.0
lln;1.0
igreet;1.0
môme;3.0
déclaration;13.0
urgence;8.0
pfdj;1.0
ati;1.0
projet;81.0
relatif;21.0
réforme;17.0
rlbution;1.0
personnelle-mobilière;1.0
clïïurcatioa;1.0
décret;10.0
président;124.0
rêpublique;1.0
portant;19.0
retrait;2.0
unification;2.0
solde;2.0
option;4.0
tem;1.0
proiet;1.0
tendant;14.0
autoriser;6.0
dépare;1.0
iut;1.0
haute-savoie;9.0
contracter;1.0
bprudt;1.0
travaux;11.0
chemin;5.0
vicicomm;1.0
grand;11.0
communication;3.0
intérêt;47.0
ltrojet;1.0
ville;18.0
sqmm;1.0
seine-inférieure;12.0
emprunter;8.0
virement;1.0
imposer;8.0
extraor;1.0
rement;1.0
prorogation;1.0
surl;1.0
établies;6.0
vin;4.0
alcool;4.0
octroi;4.0
glermont;1.0
oise;21.0
pilon;1.0
délibération;11.0
approbation;8.0
traité;7.0
commerce;16.0
etgé;1.0
pari;8.0
juillet;5.0
france;17.0
publique;16.0
sud-africaine;4.0
tair;2.0
pfar;1.0
bizarelli;9.0
rapport;27.0
supplémen;1.0
ait;9.0
nom;15.0
commission;41.0
jlrgé;1.0
exminer;1.0
appro;1.0
batic;1.0
convention;2.0
relative;3.0
établi;1.0
betqertt;1.0
câble;2.0
télégraphiques;2.0
sous-marin;1.0
seni;1.0
desservir;1.0
colonie;5.0
français;5.0
mii;1.0
guyane;2.0
qti;1.0
adressée;1.0
borriglione;14.0
pre;3.0
ent;2.0
conseil;16.0
intérieur;24.0
dépôt;17.0
culte;8.0
réponse;4.0
coin;1.0
roture;1.0
wilson;14.0
com;3.0
donta;1.0
ayec;1.0
parle;5.0
ciee;1.0
exergetdftoji;1.0
bud;6.0
extraordinaires;8.0
ttqrnêde;1.0
detoandô;1.0
discussion;51.0
ganivet;18.0
adoption;39.0
art;41.0
uon;1.0
ministère;57.0
adop;1.0
ttoa;1.0
lde;1.0
etta;1.0
hapitre;1.0
chap;39.0
nette;3.0
trésor;14.0
henry;19.0
maret;21.0
fernand;29.0
fàure;1.0
wilrau;1.0
rteur;1.0
général;48.0
baron;91.0
soubeymem-y;1.0
scrutin;47.0
traitehieât;1.0
personnel;13.0
adminiscrutin;1.0
faure;38.0
rejet;6.0
scrmjn;1.0
chiffre;82.0
primitif;5.0
qhapitre;1.0
pritqitif;1.0
chapitre;130.0
justice;6.0
gtlap;1.0
inistère;1.0
affaire;8.0
