;1940-04-19_2
chambre;73.0
fît;1.0
législature;2.0
comité;37.0
secret;36.0
compte;24.0
rendu;11.0
extenso;3.0
février;3.0
mar;11.0
avril;8.0
publiés;3.0
exécution;2.0
résolution;6.0
adopté;3.0
assemblée;13.0
nationale;27.0
débat;29.0
période;9.0
précédé;7.0
invasion;6.0
délai;5.0
sténographie;3.0
set;1.0
publiée;3.0
subi;3.0
part;25.0
orateur;9.0
suppression;4.0
adjonction;3.0
retouche;3.0
correction;3.0
vendredi;2.0
cour;12.0
séance;31.0
ordonné;2.0
discussion;18.0
interpellation;22.0
conduite;26.0
guerre;221.0
elle-;1.0
décidé;13.0
constituer;2.0
seciret;1.0
publique;15.0
suspendue;6.0
poursuivis;1.0
journée;4.0
repris;4.0
vingt-cinq;2.0
minute;15.0
ordre;46.0
jour;60.0
confiance;11.0
présenté;4.0
edmond;4.0
miellet;8.0
alinéa;2.0
main;10.0
levée;3.0
second;2.0
unanimité;17.0
votant;1.0
sommaire;2.0
sim;1.0
marcel;9.0
déat;9.0
raymond;2.0
réthoré;4.0
wiedeman-goiran;1.0
ybarnégaray;24.0
jean;21.0
zay;10.0
félix;10.0
grat;14.0
wiedcmann-goiran;1.0
louis;10.0
aubert;5.0
georges;7.0
izard;7.0
suspension;7.0
reprise;15.0
générale;13.0
emmanuel;2.0
temple;3.0
françois;8.0
beaudoin;10.0
xavier;19.0
vallat;18.0
raoul;2.0
dautry;6.0
ministre;48.0
armement;28.0
framond;4.0
paul;8.0
reynaud;8.0
président;144.0
conseil;103.0
affaire;20.0
étranger;19.0
plichon;2.0
tailtinger;1.0
clôture;5.0
motivés;1.0
maxence;4.0
bibié;5.0
edouard;6.0
jonas;4.0
retrait;1.0
tallient;1.0
baréty;3.0
pezet;9.0
candacc;1.0
marin;11.0
maurice;3.0
delaunay;4.0
pierreetienne;2.0
flandin;3.0
chichery;3.0
question;80.0
posée;5.0
explication;9.0
vote;16.0
guernier;2.0
escartefigue;1.0
ferronnays;2.0
décision;11.0
reprendre;4.0
presidence;1.0
herriot;1.0
ouverte;1.0
déclare;3.0
formée;1.0
dois;4.0
rappeler;11.0
somme;41.0
engagé;17.0
honneur;7.0
révéler;2.0
dit;63.0
conformément;2.0
précédent;7.0
antérieure;1.0
établi;7.0
texte;14.0
scellé;3.0
demeurera;1.0
déposé;6.0
archive;3.0
appelle;4.0
auteur;2.0
parler;13.0
menace;3.0
horloge;1.0
serai;2.0
contraint;1.0
réduire;2.0
dimension;1.0
temporelles;1.0
imposée;1.0
talent;3.0
permet;4.0
Monsieur;136.0
difficile;13.0
condenser;1.0
savez;28.0
mieux;16.0
nombre;35.0
importantes;5.0
poser;18.0
contenterai;1.0
parfois;6.0
style;1.0
télégraphique;1.0
pense;28.0
diminuera;1.0
importance;14.0
intérêt;32.0
regard;3.0
attendions;1.0
souhaitions;1.0
monde;28.0
accord;43.0
instaurer;1.0
peut-ê;1.0
brusquer;1.0
souhaité;3.0
groupe;14.0
puis;14.0
préparation;2.0
opinion;19.0
ait;11.0
extrêmement;6.0
favorable;1.0
malheureux;1.0
interpellateur;1.0
événement;30.0
grave;13.0
soient;20.0
venu;9.0
dé-;1.0
tourner;3.0
attention;11.0
avons;73.0
développer;6.0
presse;7.0
campagne;1.0
dirai;3.0
honore;1.0
conduisent;1.0
savoir;13.0
permettait;1.0
entièrement;4.0
avis;8.0
gouvernement;130.0
demander;18.0
politique;88.0
aussitôt;1.0
taxé;1.0
mauivàis;1.0
patriote;3.0
considéré;1.0
mauvais;10.0
français;70.0
finissait;1.0
yeux;13.0
piiblic;1.0
coupée;4.0
côté;34.0
vrai;6.0
point;42.0
voudrais;21.0
des-préoccupations;1.0
mesquines;1.0
misérables;1.0
disparaissent;1.0
seuil;2.0
entendu;13.0
nuance;2.0
pensée;8.0
homme;117.0
degré;5.0
préoccupation;4.0
destin;14.0
gouvernementaux;2.0
patrie;7.0
ùicn;1.0
conséquent;5.0
engageant;3.0
esprit;30.0
entends;3.0
suite;16.0
déjà;27.0
prennent;2.0
place;11.0
autant;10.0
imjporlantc;1.0
