;1882-06-12_1
chambre;157.0
député;21.0
seuion;1.0
ordinaire;4.0
compte;19.0
rendu;6.0
extensû;1.0
séance;24.0
lundi;1.0
juin;7.0
sommaire;3.0
procès-verbal;5.0
baron;23.0
mackau;4.0
louis;16.0
passy;6.0
tiersot;3.0
vielfaure;2.0
lechevallier;4.0
gaston;2.0
laporte;4.0
excuse;2.0
demande;88.0
congé;10.0
adoption;20.0
projet;135.0
taniant;1.0
autoriser;14.0
département;31.0
allier;4.0
créer;8.0
ressource;9.0
extraordinaires;6.0
dépense;22.0
térêt;1.0
départemental;2.0
loi;211.0
tendant;11.0
ville;7.0
louviers;2.0
eure;7.0
emprunter;7.0
franc;45.0
réunir;3.0
los;1.0
commune;11.0
grau;5.0
tranqueville;2.0
vosges;3.0
former;1.0
mumcidahté;1.0
distincte;1.0
nom;16.0
tranquevilie-graux;1.0
discussion;77.0
prise;29.0
considération;28.0
proposition;71.0
tatandier;1.0
pluseuïra;1.0
collègue;29.0
but;5.0
nouvel;3.0
abaissement;2.0
taxe;5.0
postales;3.0
ministre;85.0
poste;8.0
télégraphe;3.0
conshe;1.0
ration;3.0
renvoi;29.0
commission;115.0
budget;15.0
waddington;7.0
assurer;4.0
application;9.0
septembre;8.0
durée;6.0
travail;32.0
article;107.0
eilcande;1.0
rap;1.0
porteur;2.0
hérédia;6.0
ensemble;28.0
quertion;1.0
ailressée;1.0
eugène;4.0
ténot;9.0
affaire;12.0
étranger;24.0
réponse;9.0
suite;24.0
délibération;44.0
dautrosme;1.0
objet;32.0
abroger;1.0
février;7.0
livret;5.0
ouvrier;9.0
déclaration;17.0
urgence;43.0
vachal;4.0
laroche;4.0
joubert;6.0
présentation;4.0
travaux;45.0
public;16.0
rendre;10.0
exécutoire;2.0
algérie;1.0
chemin;107.0
fer;96.0
intérêt;79.0
local;10.0
tramway;2.0
adopté;36.0
sénat;17.0
portant;16.0
concession;12.0
dakar;14.0
saint-louis;9.0
sénégal;43.0
sous-secrétaire;18.0
etat;77.0
colonie;44.0
rotours;57.0
scrutin;22.0
générale;5.0
journault;7.0
marine;15.0
pierre;19.0
alype;16.0
leroy;6.0
rapporteur;49.0
lecture;9.0
président;120.0
modification;8.0
convention;46.0
proposées;2.0
nonprise;1.0
intérieur;5.0
nice;2.0
alpesjaaritimee;1.0
somme;24.0
million;33.0
chambéry;2.0
savoie;4.0
emprumter;1.0
orne;4.0
nour;1.0
ligne;21.0
vici-;1.0
naes;1.0
hérault;4.0
dontracter;1.0
emprunt;9.0
construction;19.0
pût;1.0
delattre;8.0
rapport;40.0
pro;2.0
itlon;1.0
raynal;4.0
nombre;30.0
objit;1.0
régler;4.0
compagnie;48.0
agent;11.0
commissionnés;2.0
dépôt;10.0
bisseuil;16.0
initiative;9.0
parlementaire;5.0
cuneo;6.0
rnano;1.0
droit;28.0
pétition;40.0
porte;8.0
fun;1.0
approbation;8.0
additionnelle;2.0
commerce;14.0
conclue;2.0
novembre;2.0
france;25.0
autriche-hongrie;2.0
reprise;1.0
saintlouis;1.0
saint-martin;6.0
vaucluse;5.0
modifier;9.0
code;3.0
civil;7.0
roselli-mollet;2.0
indemnité;3.0
attribuer;5.0
victime;11.0
coup;4.0
décembre;6.0
jules;18.0
roche;10.0
alfred;9.0
naquet;5.0
relative;15.0
rétablissement;4.0
divorce;9.0
demain;31.0
non-prise;1.0
andier;1.0
statisque;1.0
opinion;4.0
religieux;4.0
provost;5.0
launay;4.0
accorder;7.0
secours;3.0
famille;3.0
nécessiteux;2.0
soldat;13.0
réserve;3.0
armée;4.0
territoriale;4.0
absence;4.0
chef;5.0
comte;42.0
colbert-laplace;4.0
ajournement;6.0
lacôte;4.0
mode;4.0
prestation;2.0
serment;2.0
devraut;1.0
cour;7.0
tribunal;4.0
juliien;1.0
utilité;17.0
publique;21.0
tour;8.0
sargé;3.0
savigny;3.0
délaration;1.0
latrade;6.0
retrait;1.0
décision;5.0
passera;2.0
publ;1.0
fontenay-iecomte;1.0
breuil-barret;3.0
ter;4.0
fontenay-le-comte;3.0
gholet;1.0
baudry-d;4.0
asson;6.0
affectation;2.0
ministère;15.0
instruction;7.0
beaux-arts;3.0
petit;14.0
lycée;9.0
succursale;4.0
louis-le;2.0
gaand;1.0
terrain;6.0
superficie;4.0
mètre;10.0
carré;6.0
provenant;3.0
retranchés;2.0
luxembourg;7.0
rue;10.0
assas;3.0
abbé-del;1.0
epée;3.0
école;7.0
pharmacie;3.0
îlot;3.0
bordure;3.0
observatoire;3.0
règlement;17.0
ordre;66.0
jour;73.0
douville-maillefeu;13.0
chevandier;5.0
david;6.0
indre;6.0
mayenne;4.0
taux;12.0
contracter;4.0
vertu;7.0
antérieure;2.0
cazauvieilh;3.0
lannemezan;1.0
arreau;2.0
présidence;1.0
piiilippoteaux;1.0
vice-président;1.0
ouverte;1.0
labaze;1.0
secrdtaires;1.0
donne;15.0
medi;1.0
