;1916-12-06_1
chambre;113.0
député;4.0
législature;1.0
session;1.0
compte;26.0
rendu;9.0
extenso;1.0
comité;55.0
secret;50.0
novembre;32.0
suite;28.0
décembre;12.0
sommaire;2.0
uite;1.0
discussion;19.0
interpellation;37.0
fabrication;92.0
bokanowski;4.0
disjonction;6.0
fernand;20.0
engerand;22.0
lebrun;4.0
briquet;5.0
deschamps;5.0
baudry;21.0
asson;22.0
général;85.0
pédoya;16.0
millerand;19.0
franklin-bouillon;6.0
tardieu;34.0
raiberti;13.0
albert;9.0
thomas;7.0
sous-secrétaire;68.0
etat;77.0
artillerie;121.0
munition;37.0
renaudel;15.0
daniel;14.0
vincent;15.0
roque;3.0
ministre;42.0
guerre;136.0
rené;3.0
besnard;3.0
clôture;20.0
relative;3.0
effectif;24.0
paté;9.0
hubert;3.0
rougier;1.0
mourier;3.0
guernier;1.0
illterpella;1.0
tion;9.0
broussais;5.0
algérie;5.0
lti;1.0
retrait;1.0
observation;20.0
charles;17.0
benoist;9.0
diagne;4.0
lemire;8.0
trait;2.0
renvoi;11.0
séance;35.0
publique;19.0
lucien;9.0
dumont;8.0
bonnevay;4.0
grodet;3.0
lafont;3.0
david;2.0
deguise;2.0
thierry-cazes;2.0
durre;3.0
collègue;43.0
cosnier;4.0
kernier;3.0
cornudet;2.0
bernard;3.0
abel;10.0
ferry;10.0
henry;3.0
aristide;1.0
briand;1.0
président;104.0
conseil;20.0
landry;3.0
georges;7.0
leygues;4.0
lefas;2.0
cloture;1.0
reprise;14.0
lendemain;6.0
présidence;2.0
paul;3.0
deschanel;1.0
ouverte;2.0
oinité;1.0
ordre;24.0
jour;59.0
appelle;6.0
maurice;8.0
viollette;33.0
mesure;28.0
gouvernement;89.0
prendre;28.0
faire;78.0
rentrer;2.0
urgence;9.0
usine;15.0
fabriquant;1.0
matériel;87.0
ouvrier;4.0
spécialisas;1.0
nécessaire;27.0
production;62.0
intensive;1.0
notamment;6.0
retenus;1.0
armée;82.0
seraient;7.0
strictement;1.0
indispensables;3.0
marquis;4.0
maind;3.0
uvre;32.0
exécution;20.0
programme;98.0
obstacle;2.0
apportés;1.0
exploitation;9.0
fer;26.0
fonte;20.0
france;37.0
raoul;3.0
conçu;1.0
exécuté;1.0
armement;7.0
constitution;5.0
désir;9.0
manifesté;2.0
maintes;1.0
écourter;1.0
débat;22.0
prêt;1.0
intention;5.0
consentir;2.0
ladisjonction;1.0
men;1.0
opposition;2.0
ordonnée;1.0
membre;22.0
gauche;26.0
espérons;2.0
exemple;8.0
suivi;2.0
tient;3.0
Monsieur;72.0
imposer;6.0
discipline;3.0
prends;9.0
orateur;13.0
demande;80.0
minute;7.0
attention;10.0
voudrais;16.0
appeler;2.0
question;123.0
sens;8.0
essentielle;9.0
domine;2.0
conduite;5.0
point;67.0
vue;35.0
économique;2.0
yeux;4.0
parler;8.0
minerai;38.0
actuelle;34.0
banalité;1.0
devon;6.0
allemagne;26.0
conception;5.0
matérialiste;1.0
traiter;7.0
document;11.0
apporter;14.0
assure;1.0
écoutés;1.0
actuellement;20.0
métallurgie;9.0
âme;5.0
arthur;7.0
groussier;4.0
est-ce;13.0
communiqué;2.0
meure;1.0
prend;1.0
presque;11.0
totalité;5.0
hotre;1.0
bassin;19.0
lorrain;14.0
allemand;30.0
reconnu;3.0
déclaré;3.0
entendue;1.0
extraction;3.0
troublée;2.0
serait;21.0
quasiment;2.0
perdue;2.0
demander;16.0
possible;28.0
précisément;3.0
apportant;1.0
trouble;1.0
semblent;2.0
redouter;2.0
métallurgiste;4.0
contrarier;1.0
effort;67.0
métallurgique;8.0
portent;3.0
maxiihum;1.0
côté;29.0
rechercher;3.0
avons;96.0
concerne;38.0
pourrait;9.0
intensifié;2.0
véritablement;5.0
formidable;4.0
faisait;9.0
autriche;4.0
million;50.0
tonne;34.0
réunies;3.0
russie;4.0
angleterre;8.0
peine;5.0
faible;5.0
eût;16.0
dépendu;1.0
rendre;4.0
mortel;1.0
disposition;10.0
géologique;1.0
europe;5.0
centrale;2.0
continent;1.0
occidental;7.0
extrait;4.0
moselle;2.0
partie;23.0
nouvelle;13.0
minês;1.0
seules;1.0
fle;1.0
pourrait-on;2.0
dil;1.0
long;21.0
tre;1.0
frontière;10.0
ace;1.0
avnviron;1.0
kilomètre;16.0
profondeur;2.0
luxembourg;6.0
juâ;1.0
au-dessous;1.0
metz;4.0
emmanuel;1.0
brousse;1.0
pyrénéès;1.0
ftrnaixi;1.0
eogerand;1.0
larde;1.0
minière;8.0
