;1919-04-14_1
chambre;154.0
député;143.0
législature;1.0
sesaion;1.0
compte;56.0
rendu;16.0
extenso;3.0
séance;34.0
lundi;3.0
avril;87.0
sommaire;1.0
procès-verbal;8.0
excuse;6.0
congé;15.0
décret;50.0
désignant;2.0
commissaire;18.0
gouvernement;52.0
discussion;91.0
projet;135.0
loi;240.0
adopté;31.0
modification;20.0
sénat;34.0
objet;32.0
développer;14.0
service;68.0
office;83.0
national;35.0
commerce;227.0
extérieur;57.0
réorganisation;7.0
statut;16.0
attaché;42.0
commercial;74.0
création;19.0
agent;78.0
commer-;1.0
ciaux;3.0
proposition;82.0
edouard;9.0
barthe;89.0
organiser;11.0
rationellement;1.0
exportation;52.0
modifier;18.0
mar;101.0
générale;21.0
louis;94.0
marin;86.0
marc;7.0
réville;6.0
rapporteur;73.0
clômentel;1.0
ministre;279.0
industrie;34.0
poste;34.0
télégraphe;10.0
transport;28.0
maritime;8.0
marine;21.0
marchand;11.0
candace;11.0
emmanuel;11.0
brousse;12.0
jean;26.0
rejet;2.0
demande;151.0
renvoi;13.0
commission;180.0
présentée;4.0
décision;18.0
passer;16.0
article;169.0
art;43.0
adoption;16.0
partie;23.0
paragraphe;40.0
amendement;66.0
retrait;5.0
adoplion;1.0
fin;14.0
ensemble;27.0
additionnel;1.0
bartho;2.0
titre;47.0
scrutin;19.0
portant;19.0
ouverture;9.0
crédit;49.0
additionnels;6.0
provisoire;5.0
trimestre;7.0
budget;56.0
annexe;7.0
chemin;18.0
fer;18.0
etat;68.0
andré;17.0
liesse;3.0
desplas;5.0
jules;11.0
cels;3.0
sous-secrétaire;12.0
travaux;25.0
public;33.0
tissier;8.0
camille;13.0
blaisot;6.0
unique;6.0
suite;44.0
charles;22.0
benoist;7.0
collègue;51.0
organiques;3.0
élection;17.0
tendant;35.0
établir;11.0
liste;62.0
représentation;17.0
proportionnelle;21.0
rectification;2.0
matérielle;2.0
dessoye;4.0
ancien;23.0
castelnau;40.0
maurice;20.0
sibille;19.0
picard;8.0
alexandre;3.0
varenne;3.0
président;109.0
observation;22.0
boisneuf;7.0
nouhaud;7.0
nouhaad;1.0
léon;8.0
bérard;6.0
puech;10.0
demain;13.0
après-midi;1.0
règlement;30.0
ordre;28.0
jour;67.0
dépôt;28.0
rapport;59.0
résolution;19.0
présidence;36.0
arthur;5.0
groussier;6.0
vice-président;1.0
ouverte;1.0
pierre;10.0
robert;2.0
secrétaire;4.0
donne;13.0
lecture;6.0
vendredi;4.0
bouveri;4.0
gruet;4.0
excusent;2.0
pouvoir;23.0
assister;9.0
merlin;3.0
rabouin;2.0
landry;3.0
bouilloux-laffont;1.0
barthou;2.0
demandent;5.0
conformément;4.0
bureau;23.0
avis;28.0
accorder;10.0
opposition;13.0
accordé;23.0
reçu;26.0
hépublique;1.0
français;81.0
constitutionnelle;2.0
juillet;22.0
dispose;4.0
faire;112.0
désignés;6.0
déterminé;6.0
décrète;2.0
désigné;2.0
qualité;6.0
rationnellement;2.0
charmeil;1.0
conseiller;6.0
directeur;6.0
personnel;37.0
exposition;2.0
chargé;13.0
exécution;12.0
présent;11.0
fail;1.0
pari;23.0
poincaré;1.0
république;15.0
mmistre;1.0
clémentel;6.0
finance;89.0
privat-deschanel;1.0
extraordinaire;1.0
général;33.0
comptabilité;3.0
publique;23.0
poing;1.0
aré;1.0
klotz;2.0
acte;19.0
donné;29.0
communication;4.0
don;3.0
vient;9.0
entendre;13.0
insérés;1.0
déposés;4.0
chives;1.0
relatif;9.0
commsr-ciaux;1.0
appelle;7.0
Monsieur;45.0
importance;5.0
caoitale;1.0
point;65.0
vue;43.0
développement;5.0
déposée;1.0
hoiineur;1.0
montrer;6.0
urgence;6.0
résoudre;3.0
problème;3.0
déposé;13.0
novembre;34.0
accepté;2.0
grand;50.0
ligne;7.0
divergence;2.0
donner;35.0
nouvel;6.0
organisme;15.0
doté;3.0
autonomie;4.0
financière;8.0
nécessaire;33.0
constituer;5.0
comité;45.0
consultatif;23.0
dois;3.0
reconnaître;5.0
moyen;16.0
