;1921-12-13_1
sommaire;2.0
rbal;1.0
ltses;1.0
congé;11.0
discussion;75.0
projet;87.0
loi;208.0
igog;1.0
budget;105.0
général;61.0
exer-;1.0
stfito;1.0
tleg;1.0
travaux;68.0
public;60.0
scctiorn;1.0
stes;2.0
télégraphe;58.0
discr;1.0
georges;44.0
boussevaii;1.0
géo-gérald;9.0
masson;65.0
pierre;19.0
porteur;5.0
calary;22.0
lamazière;24.0
rei;3.0
regaud;9.0
paul;38.0
doumer;3.0
finance;287.0
dignac;7.0
rfo;2.0
ftt;2.0
qaihif;1.0
ecrétaire;2.0
etat;308.0
poste;240.0
télégrdal;1.0
hés;1.0
callavelli;1.0
morinaud;10.0
bellct;2.0
eds;1.0
ulnôllt;1.0
amiral;15.0
guépratte;15.0
-baneel;1.0
alexandre;8.0
israel;5.0
lot;4.0
otls;1.0
fcuchin;1.0
yyes;1.0
thomas;5.0
ordina;1.0
cha;5.0
ion;12.0
chapitre;163.0
ale;5.0
matériel;59.0
administration;194.0
cen;1.0
col-beiller;1.0
sous-secrétaire;156.0
-mni;1.0
dev;1.0
adoption;50.0
cba;1.0
ehl;1.0
pitre;2.0
oeul;1.0
qfsploitationv;1.0
fonctionnaire;57.0
ditsery;1.0
ral;2.0
amendement;61.0
istrc;1.0
decalary;1.0
misur;1.0
rapporteur;38.0
rejet;4.0
îinrie;1.0
gratien;3.0
candace;9.0
apporteur;1.0
ministre;255.0
e-hapitrp;1.0
llian;1.0
pulation;1.0
agent;62.0
ser;5.0
îioi;1.0
gadaud;9.0
ccre;1.0
-htaire;1.0
canaveiïi;1.0
adopm;1.0
opt;2.0
cnp;1.0
ëleg;1.0
chliltres;1.0
ïjlferilf;1.0
granité;1.0
hector;13.0
-midi;1.0
suit;5.0
dépot;1.0
ordre;42.0
jour;67.0
rapport;57.0
sidekce;1.0
raiderti;1.0
yice-pnhsident;1.0
séanc;1.0
sfan;1.0
ouverte;4.0
tlau;1.0
donne;21.0
oiaufrssonj;1.0
sccrôtait;1.0
eallco;1.0
ire;10.0
procès-verbal;6.0
ljt;1.0
b-er;1.0
verbal;1.0
adopté;277.0
orési;1.0
cdses;1.0
exciîses;1.0
congég;1.0
lit;11.0
louis;14.0
puech;2.0
excuse;4.0
séance;25.0
ejlr;1.0
ons;4.0
lapieite;1.0
glotin;2.0
ltfréilce;1.0
lle;9.0
ponuvoir;1.0
assister;3.0
demandent;10.0
urgau;1.0
article;38.0
règlel;1.0
avis;17.0
accorder;11.0
accordé;19.0
suite;71.0
portant;19.0
fixation;14.0
exercice;29.0
président;199.0
appelle;12.0
hier;9.0
chambre;142.0
arrêtée;5.0
boussenot;21.0
générale;46.0
Monsieur;121.0
voudrais;19.0
saisir;8.0
occasion;15.0
offre;7.0
signaler;10.0
ailleurs;37.0
situation;63.0
faite;15.0
habitant;12.0
pays;32.0
français;29.0
outre-mer;3.0
raison;38.0
élévation;7.0
véritablement;6.0
excessive;2.0
prix;20.0
câblo-;1.0
expédiés;3.0
france;55.0
colonie;24.0
inversement;2.0
tarif;40.0
déjà;40.0
extrêmement;10.0
élevés;3.0
prohibitifs;1.0
nombre;41.0
compatriote;4.0
majorés;1.0
câblogramme;4.0
transmis;6.0
câble;79.0
étranger;26.0
concerne;30.0
transmission;10.0
explique;4.0
majoration;15.0
nécessaire;44.0
êtes;14.0
obligé;33.0
payer;18.0
compagnie;42.0
recevez;1.0
montant;12.0
papier;4.0
résulte;8.0
usage;8.0
detns;1.0
devenus;1.0
excessif;7.0
enseigne;2.0
antilles;1.0
coûte;4.0
madagascar;8.0
réunion;15.0
élève;3.0
demande;161.0
reprendre;7.0
question;149.0
vouloir;16.0
considérer;4.0
pareil;14.0
grand;82.0
installés;5.0
possession;4.0
lointaines;1.0
user;2.0
incontestable;3.0
opération;33.0
genre;4.0
pourra;6.0
entraîner;2.0
trésor;33.0
dépense;73.0
supplémentaires;8.0
constituent;3.0
service;235.0
utilité;5.0
prie;8.0
examiner;10.0
grosse;5.0
intérêt;85.0
usager;5.0
donner;50.0
assurance;8.0
marocain;1.0
maintiendrez;1.0
idliiqlion;1.0
lûo;1.0
demanderez;2.0
consentir;4.0
sensible;1.0
diminution;10.0
cas;35.0
consentiraient;1.0
appartiendrait;1.0
supporter;3.0
frai;76.0
supporte;1.0
publique;12.0
déficit;29.0
exploitation;31.0
des-chemins;1.0
fer;51.0
autant;12.0
plus-anormale;1.0
somme;59.0
mal;25.0
servis;1.0
prendrai;1.0
exemple;39.0
océan;2.0
indien;2.0
part;52.0
mozambique;4.0
île;3.0
maurice;17.0
réunis;2.0
anglais;6.0
avec-;1.0
métropole;12.0
existe;13.0
solution;21.0
continuité;1.0
communication;43.0
rupture;3.0
presque;9.0
simultanée;3.0
majunga;2.0
brisé;1.0
avril;37.0
marseille;20.0
juin;38.0
année;42.0
lélégraphiquès;1.0
transmet;1.0
-poste;1.0
avez;66.0
contraint;3.0
adresser;4.0
gouvernement;55.0
portugais;2.0
détient;2.0
centre;12.0
étonner;2.0
défectueuses;2.0
pourrais;6.0
citer;7.0
maints;1.0
prouvent;1.0
craignais;1.0
prolonger;4.0
abusivement;2.0
intervention;11.0
veux;15.0
faire;144.0
brève;7.0
télégramme;22.0
mis;48.0
parvenir;2.0
destination;4.0
récemment;4.0
idée;7.0
produit;21.0
aurait;26.0
répercussion;7.0
fâcheux;4.0
cite;2.0
expédié;1.0
viens;16.0
indiquer;5.0
fournissait;1.0
cours-;1.0
sucre;5.0
pleine;4.0
manipulation;5.0
canne;1.0
est-à-dire;15.0
moment;48.0
effectuent;1.0
transaction;5.0
cour;42.0
câblé;1.0
auparavant;2.0
oscillaient;1.0
autour;2.0
donnée;11.0
irrégularité;1.0
enregistrés;1.0
temps;49.0
nouvelle;22.0
paraissant;1.0
invraisemblable;1.0
rencontra;1.0
auprès;10.0
quelques-uns;3.0
créance;6.0
peut-être;18.0
base;7.0
apprenait;1.0
mauvais;28.0
insiste;10.0
pareille;7.0
durer;1.0
appartient;1.0
aimez;1.0
réaliser;20.0
vite;6.0
remédier;7.0
responsable;3.0
regrettable;4.0
üscs;1.0
savez;27.0
repré-;1.0
sëiite;1.0
yoiâàu-faité;1.0
elfe-même-pslîg;1.0
fintm-;1.0
cier;1.0
doter;4.0
appareiis;1.0
télégraphie;18.0
fil;21.0
plissonnier;20.0
fallait;9.0
laisser;8.0
opposa;1.0
systématiquement;2.0
prouve;2.0
permets;12.0
rappeler;7.0
époque;5.0
connaissait;1.0
période;4.0
vache;1.0
grasses;1.0
ose;1.0
voulut;1.0
édifier;1.0
iii-i;1.0
fit;5.0
étude;12.0
technique;12.0
minutieux;2.0
transmit;1.0
ixu;1.0
département;34.0
proposition;61.0
concrètes;1.0
sens;12.0
répondit;2.0
ferait;3.0
concernait;1.0
taxe;27.0
organisation;31.0
remettait;1.0
entièrement;6.0
apparence;2.0
légitime;8.0
savez-vous;2.0
étendre;6.0
comprenez;1.0
déclaré;9.0
présentait;1.0
avantage;11.0
inais;2.0
pouvait;9.0
inconvénient;5.0
grave;17.0
concurrence;7.0
soussecrétaire;8.0
étiez;2.0
tête;5.0
écrivit;1.0
lettre;23.0
extrais;1.0
passage;3.0
suivano;1.0
int;1.0
reliés;3.0
relation;11.0
assuré;10.0
interrompus;2.0
simultanément;1.0
constitue;3.0
événement;2.0
exceptionnel;4.0
disait;5.0
rompu;3.0
incapable;1.0
réparer;5.0
mouvement;4.0
poursuis;1.0
lecture;7.0
trente-cinq;1.0
trente-sept;1.0
lnh;1.0
évident;4.0
radiotélégraphique;2.0
réunion-madagascar;2.0
utile;11.0
estime;9.0
répondre;13.0
précises;3.0
posée;8.0
dernier;56.0
adressée;2.0
ordinaire;9.0
réunion-maurice;1.0
fonctionnent;2.0
ouvert;7.0
concurremment;1.0
correspondance;11.0
trafic;11.0
international;3.0
local;9.0
utilisation;4.0
serait;39.0
cequi;1.0
limité;4.0
interruption;9.0
table;3.0
iprécités;1.0
voulu;21.0
effort;20.0
commerciale;9.0
ordonnait;1.0
seul;13.0
communiquer;5.0
navire;1.0
navigant;1.0
large;7.0
renseigner;3.0
condition;47.0
ciimatériques;1.0
environs;5.0
immédiat;2.0
possibilité;10.0
servir;10.0
commercialement;1.0
refusait;2.0
manière;8.0
absolue;7.0
empêcher;4.0
wes;1.0
aluus;1.0
permettrez;2.0
ilire;1.0
si-;2.0
tuation;3.0
inadmissible;1.0
yeux;5.0
profondes;1.0
crains;4.0
intéressé;13.0
motivé;2.0
refus;1.0
administra;1.0
lion;11.0
heureux;11.0
approbation;1.0
préoccupation;4.0
traduisaient;1.0
appliquaient;1.0
dotées;2.0
cables;1.0
prévoyait;1.0
pourraient;11.0
tard;12.0
guadeloupe;3.0
héullian;1.0
écrivait;1.0
verrais;2.0
objection;3.0
formuler;2.0
rencontre;1.0
principe;9.0
permanente;5.0
territoire;9.0
directement;4.0
susceptibles;3.0
atteints;4.0
télégraphiques;24.0
auxdits;1.0
susceptible;2.0
perdre;6.0
afférents;1.0
devraient;4.0
égal;7.0
légèrement;1.0
inférieur;7.0
existant;3.0
double;5.0
pratiquer;2.0
voulaient;1.0
monter;3.0
prévoyant;1.0
avenir;10.0
permettre;8.0
manifesteraient;1.0
désir;10.0
point;42.0
légère;2.0
sous-marin;6.0
aiî;1.0
bref;16.0
rappel;5.0
montrer;9.0
assuma;1.0
lourde;6.0
