;1896-07-02
chambre;48.0
député;8.0
législ;1.0
session;2.0
ordinaire;2.0
compte;25.0
rendu;3.0
extenso;1.0
séance;15.0
mercredi;1.0
juillet;12.0
sommaire;1.0
adoption;4.0
projet;130.0
loi;117.0
tendant;16.0
autoriser;14.0
département;59.0
basses-pyrénées;3.0
imposer;33.0
extraordinairement;17.0
deux-sèvres;2.0
service;10.0
assistance;8.0
médicale;8.0
gratuite;8.0
vosges;2.0
entretien;2.0
chemin;34.0
vicinaux;5.0
grand;38.0
communication;6.0
aude;2.0
charente;2.0
modifier;4.0
affectation;1.0
imposition;15.0
extraordinaire;2.0
autorisée;1.0
lozère;2.0
orne;2.0
déclaration;29.0
urgence;5.0
objet;12.0
déclarer;7.0
utilité;11.0
publique;18.0
titre;14.0
intérêt;40.0
général;54.0
établissement;22.0
fer;28.0
guéret;3.0
châtre;3.0
suite;12.0
discussion;45.0
relatif;7.0
impôt;255.0
direct;8.0
revenu;119.0
taxe;72.0
assimilé;4.0
exercice;4.0
plichon;25.0
ribot;8.0
lasserre;17.0
denys;6.0
cochin;6.0
décret;7.0
président;27.0
république;6.0
désignant;2.0
commissaire;7.0
gouvernement;35.0
assister;5.0
ministre;57.0
travaux;22.0
public;38.0
exécuter;4.0
ville;11.0
pari;12.0
adduction;3.0
eau;4.0
source;5.0
dites;4.0
vallée;3.0
loing;3.0
lunain;3.0
dépôt;8.0
brune;9.0
nom;17.0
commission;48.0
local;15.0
rapport;42.0
drôme;3.0
ille-et-yi;1.0
laine;3.0
lande;3.0
tarn;2.0
gendre;2.0
somme;22.0
alicot;2.0
loire;2.0
étroite;2.0
saint-héaud;1.0
pélussin;2.0
roanne;2.0
boën;2.0
amaury;1.0
simon;1.0
isère;2.0
normale;2.0
jalheu;1.0
huguet;2.0
proposition;13.0
article;31.0
police;2.0
chasse;3.0
présidence;1.0
henri;3.0
brisson;1.0
ouverte;1.0
jean;2.0
codet;1.0
secrétaire;1.0
donne;8.0
lecture;3.0
procès-verbal;5.0
hier;11.0
adopté;6.0
loctr;1.0
ordre;11.0
jour;24.0
appelle;5.0
adopte;1.0
successivement;4.0
forme;12.0
réglementaires;1.0
texte;13.0
rapporteur;15.0
unique;7.0
autorisé;7.0
conformément;7.0
demande;28.0
conseil;27.0
faite;19.0
an;14.0
partir;7.0
centime;62.0
additionnels;29.0
principal;32.0
contribution;79.0
directes;20.0
affecter;5.0
produit;32.0
route;3.0
départementale;3.0
thermales;1.0
dépense;12.0
commun;9.0
recouvrée;5.0
indépendamment;5.0
extraordinaires;6.0
maximum;9.0
fixé;11.0
année;24.0
finance;43.0
vertu;9.0
août;12.0
centième;4.0
restera;4.0
exclusivement;4.0
applicable;5.0
mise;5.0
charge;29.0
additionnel;2.0
janvier;4.0
payement;5.0
garantie;2.0
exploitation;3.0
promis;7.0
compagnie;5.0
concessionnaire;2.0
rouillac;3.0
matha;1.0
section;1.0
comprise;2.0
limite;10.0
prin-;1.0
cipal;1.0
habilité;1.0
percevoir;2.0
acquittement;1.0
angdulême;1.0
gueret;1.0
ciiatre;1.0
lre;2.0
délibération;7.0
hénri;1.0
lavertujon;1.0
consulte;3.0
conciftée;1.0
déclare;3.0
générale;8.0
question;41.0
savoir;7.0
entend;1.0
passer;14.0
décide;2.0
passe;7.0
art;7.0
déclaré;3.0
genouillat;1.0
aigurande;1.0
conséquence;7.0
concession;2.0
éventuel;1.0
orléans;1.0
mar;2.0
déclarée;1.0
définitive;4.0
condition;6.0
convention;3.0
juin;5.0
approuvée;1.0
ladite;1.0
mis;6.0
voix;2.0
viendront;2.0
déduction;13.0
etat;98.0
dudit;1.0
subvention;1.0
offertes;1.0
commune;71.0
propriétaire;6.0
intéressé;2.0
pris;12.0
acte;5.0
offre;6.0
creuse;1.0
indre;1.0
contribuer;2.0
acquisition;1.0
terrain;1.0
nécessaire;12.0
concurrence;1.0
kilomètre;1.0
ligne;2.0
située;2.0
territoire;5.0
ensemble;10.0
observation;5.0
désire;1.0
apporter;8.0
forcément;4.0
incomplètes;1.0
estime;4.0
apporté;3.0
conséquent;15.0
meilleur;6.0
moyen;12.0
discuter;4.0
réforme;20.0
proposées;1.0
attendre;5.0
viennent;7.0
disais-je;2.0
honorable;38.0
cochery;15.0
but;7.0
paraît;11.0
partie;17.0
atteindre;13.0
frapper;17.0
répartir;8.0
équitablement;4.0
voté;9.0
déposé;7.0
doumer;14.0
précédent;5.0
cabinet;2.0
base;7.0
taxation;15.0
vexatoires;2.0
arbitraire;10.0
rapporte;2.0
contreprojet;1.0
subir;6.0
modification;6.0
pur;2.0
pays;32.0
protesté;1.0
principe;6.0
supprime;2.0
purement;2.0
simplement;6.0
crois;40.0
part;37.0
suppression;12.0
améliore;1.0
système;37.0
avons;24.0
discuté;1.0
remplace;1.0
établie;3.0
cantonale;2.0
composée;2.0
uniquement;6.0
fonctionnaire;6.0
besoin;10.0
insister;1.0
point;18.0
pense;5.0
voudra;1.0
jamais;14.0
entrer;2.0
pareille;3.0
bovier-lapierre;3.0
-taxation;1.0
réclamation;1.0
contribuable;35.0
revenons;1.0
voulu;14.0
temps;10.0
établir;23.0
exemption;24.0
tenir;9.0
famille;10.0
réussi;2.0
Monsieur;40.0
révolution;13.0
français;33.0
table;1.0
rase;1.0
subsistait;1.0
ancien;18.0
régime;10.0
eut;6.0
constituer;3.0
fiscal;5.0
vue;9.0
taxer;3.0
proportionnellement;4.0
faculté;11.0
réussit;1.0
autant;12.0
monde;6.0
possible;10.0
arriver;4.0
justice;4.0
époque;19.0
augmentation;11.0
considérable;9.0
fortune;19.0
mobilière;22.0
modifié;1.0
assiette;9.0
progression;2.0
réparties;1.0
fort;13.0
équitable;3.0
obtenir;3.0
peréquation;4.0
fallait;4.0
occuper;1.0
mobilières;28.0
comporte-t-il;1.0
spéciaux;2.0
caractéristique;2.0
puis;13.0
relative;4.0
habitation;39.0
espèce;2.0
discrimination;6.0
remplacer;2.0
porte;35.0
fenêtre;35.0
enfin;17.0
importante;3.0
examiner;9.0
soumises;1.0
permission;7.0
propose;18.0
moment;18.0
faire;77.0
péréquation;4.0
budget;42.0
soldent;1.0
malheureusement;2.0
excédent;1.0
obligé;12.0
pèsent;1.0
lourdement;5.0
compensation;6.0
comte;4.0
lanjuinais;3.0
faut;25.0
économie;17.0
oui;9.0
véritable;7.0
dégrèvement;50.0
possibles;2.0
actuelle;15.0
savez;11.0
précédentes;1.0
siège;2.0
banc;29.0
examinent;1.0
soin;4.0
jaloux;1.0
labeur;1.0
infatigable;1.0
dis-je;4.0
presque;4.0
incompressibles;1.0
véritables;2.0
dignes;2.0
pourraient;4.0
obtenues;1.0
ose;2.0
aviez;5.0
courage;1.0
porter;11.0
main;2.0
organiques;1.0
grèvent;1.0
surchargent;1.0
organisation;2.0
administratif;2.0
simplifier;1.0
consultant;1.0
remarque;2.0
personnel;7.0
augmentent;2.0
pension;1.0
civil;2.0
suivent;1.0
effrayante;1.0
songer;2.0
peut-être;10.0
réduction;1.0
pourra;3.0
ressembler;1.0
faillite;5.0
existe;7.0
conception;1.0
erronée;2.0
curieux;2.0
dirait;2.0
administration;12.0
bemes;1.0
conjure;2.0
émets;1.0
platonique;1.0
devoir;10.0
exprimer;2.0
tribune;22.0
examen;9.0
inspirer;3.0
réclame;1.0
dit;30.0
aborde;3.0
immédiatement;3.0
déclarais;1.0
commençant;1.0
inspiré;2.0
établissant;1.0
pensée;4.0
réparti;3.0
cédule;33.0
propriété;34.0
bâtie;33.0
foncière;9.0
transformée;1.0
répartition;8.0
quotité;3.0
taux;33.0
uniformément;3.0
bâties;4.0
chiffre;41.0
élevé;4.0
ferai;4.0
remarquer;4.0
renferme;1.0
autrefois;5.0
distincts;1.0
amené;2.0
constater;3.0
obtenu;2.0
appliquant;3.0
locatives;8.0
servir;2.0
perception;1.0
donner;10.0
supérieur;8.0
eût;3.0
tenu;6.0
aurez;5.0
calculée;1.0
puissance;2.0
carré;1.0
remarquerez;2.0
également;8.0
attribuée;1.0
constituera;2.0
expliquer;4.0
manière;4.0
voir;5.0
ressource;8.0
déterminées;1.0
faudra;2.0
moindre;4.0
bonne;12.0
trouver;11.0
considérablement;1.0
augmentée;1.0
rentrer;2.0
perçus;3.0
rapidement;8.0
représente;5.0
dégrever;6.0
million;46.0
pouvons;3.0
accueillir;1.0
favorablement;1.0
regrettant;1.0
orateur;13.0
prenons;1.0
volontiers;4.0
arrive;11.0
disais;4.0
augmenté;3.0
nombre;19.0
importance;8.0
complètement;8.0
changé;2.0
établi;9.0
porté;7.0
supporter;6.0
excepter;1.0
appliquer;3.0
strictement;3.0
droit;70.0
égard;5.0
avis;10.0
examinons;1.0
saurait;1.0
surchargé;2.0
songeons;1.0
devon;7.0
composent;1.0
voyons;2.0
locaux;3.0
grever;2.0
patente;13.0
exempt;4.0
sorte;13.0
acquittent;1.0
trouve;10.0
doublé;1.0
supportent;3.0
face;4.0
scrupule;1.0
supprimant;2.0
comble;4.0
trou;2.0
rente;162.0
étranger;12.0
dernier;10.0
mettre;6.0
devront;2.0
ailleurs;20.0
surcharger;1.0
additionnelles;2.0
subsisteront;1.0
accord;3.0
étendre;5.0
frappé;13.0
naturellement;4.0
trouvons;3.0
présence;5.0
grosse;4.0
soulevée;1.0
éprouve;1.0
hésitation;1.0
comprendrez;1.0
parler;8.0
éminents;2.0
précédé;5.0
pourtant;4.0
loyalement;1.0
mesure;24.0
grave;9.0
couler;1.0
encre;1.0
avoue;4.0
surpris;1.0
entendre;2.0
succédé;2.0
inscrit;13.0
combattre;4.0
étonné;1.0
collègue;10.0
siègent;1.0
côté;12.0
désigne;1.0
gauche;21.0
acceptaient;1.0
proposé;9.0
élèvent;2.0
énergie;1.0
extrême;4.0
exclamation;1.0
vextrême;2.0
applaudissement;19.0
centre;8.0
bachimont;1.0
chose;26.0
étonnement;3.0
curiosité;5.0
poussé;1.0
consulter;1.0
annale;1.0
parlementaire;3.0
cour;9.0
sembat;5.0
amendement;5.0
demandant;2.0
surprise;2.0
voyais;1.0
figurer;1.0
mougeot;3.0
talent;3.0
habituel;1.0
venait;1.0
gustave;7.0
rouanet;9.0
a-t-il;2.0
veux;16.0
pousser;1.0
loin;7.0
serait;22.0
indiscret;1.0
rit;11.0
nettement;3.0
voterai;6.0
payé;4.0
exempter;5.0
catégorie;4.0
citoyen;8.0
paye;6.0
provienne;2.0
terre;4.0
immeuble;9.0
commerce;6.0
bie;1.0
jaurès;9.0
acceptez-vous;1.0
mutation;2.0
logique;3.0
luimême;2.0
proportion;7.0
effrayé;2.0
argument;11.0
opposé;1.0
disent;3.0
gros;3.0
danger;5.0
crédit;50.0
empêcherait;1.0
conversion;30.0
expérience;4.0
reportez-vous;1.0
obligation;9.0
relisant;1.0
intéressants;5.0
coste;4.0
constatais;1.0
novembre;2.0
valaient;2.0
vient;9.0
élévation;3.0
baissé;2.0
voyez;12.0
inférieur;1.0
atteint;9.0
jeton;1.0
yeux;13.0
aime;1.0
admire;1.0
profondément;6.0
constate;1.0
income-tax;7.0
consolidés;3.0
anglais;9.0
varié;4.0
souvent;11.0
empêché;1.0
successives;2.0
produire;4.0
empêche;3.0
valoir;5.0
converti;5.0
incontestable;4.0
incontesté;3.0
atteinte;6.0
touché;1.0
portera;1.0
montré;1.0
angleterre;16.0
income-lax;1.0
variable;1.0
guerre;3.0
supportait;1.0
obé-;1.0
raient;1.0
trésor;12.0
vaut;3.0
bientôt;1.0
envisager;3.0
moimême;2.0
partisan;3.0
résolu;1.0
donnerait;6.0
supposer;2.0
échappât;1.0
fraude;2.0
glissât;1.0
porteur;15.0
suppose;1.0
convertisse;1.0
bénéfice;8.0
amortissable;4.0
faisait;6.0
total;20.0
abstraction;1.0
comprenez;1.0
reste;6.0
conver;1.0
sion;1.0
rapporterait;1.0
annuellement;1.0
demi;2.0
hésite;1.0
donnera;6.0
permanent;2.0
adversaire;1.0
prétendent;1.0
oublient;1.0
bourse;3.0
déjà;9.0
escompté;1.0
capitalisation;2.0
répète;7.0
vote;6.0
acquis;2.0
conviction;1.0
strict;9.0
controversée;1.0
brièvement;2.0
indiscutable;1.0
remonter;1.0
demander;6.0
fondé;6.0
savant;3.0
naquet;5.0
rappelait;2.0
françois;1.0
ier;1.0
furent;2.0
créées;1.0
hôtel;1.0
loménie;1.0
brienne;1.0
siècle;7.0
subi;1.0
cinquant-six;1.0
retranchement;5.0
quartier;35.0
insiste;1.0
expression;2.0
aurai;4.0
occasion;2.0
revenir;3.0
examinant;2.0
retenue;19.0
contenu;2.0
permettre;6.0
rendre;2.0
mieux;5.0
signifient;1.0
laissez;3.0
citer;6.0
édit;1.0
louis;2.0
coûté;1.0
royaume;1.0
mauvais;11.0
argent;9.0
appel;3.0
rentier;39.0
contraire;14.0
privilégié;6.0
instant;4.0
frappait;2.0
réduisait;1.0
taxait;3.0
disait;19.0
cru;5.0
consacrer;1.0
libération;1.0
fond;15.0
trouvant;2.0
dette;17.0
met;2.0
portéo;1.0
créancier;6.0
composé;1.0
imposerons;1.0
contrat;13.0
payable;1.0
arrérage;4.0
desdits;1.0
annuelle;2.0
dus;1.0
établirons;1.0
viagères;2.0
accroissement;1.0
gage;2.0
émolument;1.0
employé;2.0
maniement;1.0
avez;16.0
prêté;1.0
créance;12.0
situation;17.0
déficit;2.0
savon;1.0
payer;22.0
transitoirement;1.0
retrancher;1.0
quinzième;1.0
vingtième;2.0
avouerez;2.0
frappe;5.0
absolue;2.0
déterminée;1.0
mobilier;1.0
immobilier;2.0
prolongée;1.0
pesé;1.0
trouva;1.0
difficulté;6.0
surmonter;1.0
intérieur;1.0
contre-coup;1.0
événement;2.0
terribles;1.0
vis-à-vis;4.0
armée;10.0
coalisé;1.0
menaçaient;1.0
frontière;1.0
songea;1.0
raison;24.0
sauver;3.0
page;5.0
histoire;7.0
assemblée;16.0
succèdent;1.0
efforçant;1.0
rassurer;3.0
raffermir;1.0
affirmant;1.0
dorénavant;4.0
pratique;3.0
antérieures;1.0
condamné;2.0
promettant;2.0
recours;2.0
procédé;8.0
financier;4.0
détestables;1.0
consistent;1.0
supprimer;3.0
rappelle;3.0
citation;5.0
apportaient;2.0
nationale;4.0
constituante;7.0
tard;5.0
hésitaient;1.0
reconnaître;3.0
devaient;5.0
participer;2.0
publiques;5.0
defermon;2.0
exemple;16.0
présenté;5.0
décembre;3.0
rochefoucauld;1.0
lisons;1.0
foncier;14.0
capital;24.0
placé;3.0
entreprise;2.0
industriel;1.0
genre;1.0
salaire;1.0
proposait;1.0
intangible;1.0
sauvegarder;1.0
prendre;7.0
barnave;6.0
national;1.0
proportionné;1.0
totalité;1.0
jouissance;4.0
combinaison;1.0
personnelle;7.0
extreme;1.0
proposons-nous;2.0
estelle;1.0
permettez-moi;4.0
poursuivre;2.0
étude;3.0
intéressante;4.0
antécédent;1.0
législation;4.0
oublié;1.0
effectivement;2.0
comporte;2.0
grand-livre;2.0
assujetti;1.0
réglé;4.0
corps;2.0
législatif;2.0
feuille;1.0
annuel;2.0
déclarait;2.0
devait;4.0
denier;1.0
fondamentale;1.0
organique;1.0
invoque;2.0
cesse;1.0
terme;6.0
vendémiaire;2.0
france;14.0
traversée;1.0
crise;2.0
épouvantables;1.0
réduit;2.0
néant;1.0
déplorable;1.0
banqueroute;4.0
consolidation;1.0
tiers;7.0
consolidait;1.0
consacrait;1.0
paragraphe;3.0
conservée;1.0
inscription;5.0
présente;6.0
future;2.0
arrêter;2.0
rechercher;2.0
sens;7.0
attacher;1.0
provient;1.0
malentendu;2.0
divise;1.0
esprit;13.0
est-ce;15.0
feuilleter;1.0
moniteur;1.0
seul;9.0
document;6.0
sérieux;6.0
ayons;2.0
disposition;3.0
juger;1.0
effective;1.0
intention;3.0
approfondie;1.0
longue;3.0
voulait;3.0
trouvé;6.0
trace;4.0
nulle;2.0
croyez-vous;7.0
représentant;7.0
formelle;3.0
avenir;5.0
interdisaient;1.0
resterait;1.0
ajoute;2.0
rapproche;1.0
antérieurs;2.0
