;1882-11-21_1
chambre;98.0
député;17.0
session;1.0
extraordinaire;3.0
compte;8.0
rendu;2.0
extenso;2.0
séanci;1.0
séance;11.0
mardi;6.0
novembre;6.0
sommaire;1.0
procès-verbal;5.0
audiffred;5.0
maunoury;6.0
zarelli;1.0
adoption;25.0
discussion;36.0
projet;61.0
loi;112.0
tendant;15.0
modifier;6.0
décembre;12.0
autorise;3.0
ville;45.0
cognac;38.0
charente;11.0
contracter;8.0
emprunt;42.0
imposer;5.0
extraordinairement;4.0
cuneo;30.0
ornano;29.0
sous-secrétaire;8.0
etat;38.0
ministère;26.0
intérieur;30.0
rapporteur;73.0
roche-joubert;1.0
article;29.0
intérêt;56.0
local;12.0
ter;3.0
autoriser;14.0
département;29.0
morbihan;6.0
construction;13.0
école;82.0
normale;10.0
instituteur;8.0
deuxsèvres;3.0
auprès;8.0
caisse;12.0
lycée;7.0
collège;6.0
indre-etloire;3.0
créer;4.0
ressource;8.0
extraordinaires;11.0
payement;5.0
travaux;12.0
chemin;4.0
fer;6.0
hautespyrénées;1.0
subvention;39.0
promis;3.0
général;20.0
aude;2.0
institut;2.0
rir;1.0
haute;3.0
saône;1.0
nord;10.0
installation;2.0
dépôt;28.0
reyneau;7.0
gilliot;6.0
proposition;21.0
ajouter;3.0
avril;5.0
disposi;1.0
tions;1.0
relative;5.0
obligation;10.0
concessioanaires;1.0
exercice;13.0
surveillance;2.0
administration;40.0
fallières;5.0
ministre;74.0
culte;12.0
constantine;1.0
emprunter;14.0
somme;49.0
million;19.0
franc;76.0
applicables;1.0
édifice;2.0
utilité;5.0
départementale;3.0
présentation;3.0
instruction;10.0
publique;13.0
beaux-arts;3.0
objet;4.0
ouvrir;6.0
crédit;116.0
supplémentaire;2.0
relatif;6.0
concen;1.0
tration;1.0
service;24.0
autour;2.0
hôtel;2.0
place;4.0
beauvau;2.0
guerre;20.0
organisation;3.0
artillerie;3.0
forteresse;1.0
demande;74.0
interpellation;9.0
antonin;14.0
proust;12.0
fixation;2.0
