;1920-01-27_1
chambre;190.0
député;113.0
législature;29.0
session;8.0
extraordinaire;2.0
compte;18.0
rendu;8.0
extenso;2.0
séance;35.0
mardi;8.0
janvier;163.0
sommaire;2.0
procès-verbal;3.0
excuse;5.0
congé;11.0
scrutin;19.0
nomination;31.0
viceprésident;2.0
géo-gérald;15.0
présentation;2.0
projet;89.0
loi;288.0
demande;70.0
interpellation;51.0
politique;27.0
générale;31.0
date;32.0
millerand;2.0
président;148.0
conseil;23.0
ministre;95.0
affaire;45.0
étranger;27.0
louis;44.0
larthou;1.0
renard;4.0
marcel;15.0
chio;1.0
edouard;10.0
soulier;10.0
fixation;9.0
tête;7.0
ordre;41.0
jour;57.0
vendredi;35.0
bouisson;9.0
paul;13.0
bignon;3.0
sous-secréaire;1.0
etat;24.0
marine;16.0
marchand;8.0
février;15.0
kere;1.0
cuézec;1.0
mar;25.0
discussion;25.0
proposition;165.0
résolution;27.0
tendant;106.0
modification;25.0
règlement;61.0
joseph;5.0
barthéemy;1.0
rapporteur;22.0
marin;36.0
alexandre;8.0
enne;1.0
clôture;1.0
art;12.0
adoption;14.0
paragraphe;12.0
réservé;8.0
alinéa;30.0
morinaud;6.0
arthur;10.0
groussi;1.0
commission;402.0
puech;11.0
henri;14.0
laniel;3.0
bis;5.0
proposé;12.0
leolr;1.0
lenoir;4.0
bonnevay;1.0
lti;1.0
amendemoflts;1.0
lorin;10.0
faon;1.0
blum;5.0
vincent;7.0
auriol;3.0
lems;1.0
collègue;60.0
andré;8.0
lier;2.0
lion;2.0
eugène;2.0
lefebvre;4.0
option;1.0
modifié;8.0
alinù;1.0
rendement;3.0
ilaudos;2.0
adopil;1.0
arnl;1.0
jemcnt;1.0
nectoux;6.0
bokah;1.0
skl;1.0
wvi-;1.0
charles;15.0
dumont;4.0
résfn;1.0
ferdinand;2.0
bou;2.0
rje;1.0
céo-g;1.0
ral;4.0
lùéa;1.0
mod;1.0
arndemûnl;1.0
barthe;14.0
rejet;1.0
yon;1.0
dphon;1.0
flent;1.0
ifv;1.0
présicoinmission;1.0
anén;1.0
amendement;35.0
ernmcl;1.0
hngerand;1.0
modméal;1.0
hon;1.0
igo;1.0
liléa;1.0
tij;1.0
endemcnt;1.0
colonel;12.0
girod;11.0
deni;1.0
varenne;11.0
dubois;5.0
eild;1.0
dola;1.0
ïienrim;1.0
modifiés;1.0
adopf;1.0
alo;1.0
sellilile;1.0
article;82.0
ail;3.0
clc;1.0
col;2.0
llii;1.0
îvla;1.0
cel;1.0
iiabert;1.0
lua-;1.0
ensemble;10.0
présentée;1.0
résultat;5.0
dépouillement;4.0
vice-président;6.0
proclamation;2.0
groussier;10.0
grand;43.0
prochain;5.0
georges;10.0
bonnefous;8.0
trentetrois;1.0
membre;29.0
chargée;7.0
examiner;10.0
question;158.0
électorales;3.0
bracke;6.0
dépôt;12.0
rapport;24.0
présidence;59.0
françois;2.0
arago;1.0
ouverte;1.0
proès-yerbal;1.0
secrétaire;2.0
donne;1.0
lecture;4.0
adopté;89.0
bussat;1.0
magne;1.0
excusent;2.0
pouvoir;3.0
assister;2.0
lauche;3.0
vidal;1.0
bonnet;1.0
paillerets;1.0
james;1.0
hennessv;1.0
flayelle;1.0
camille;1.0
simonin;1.0
amédée;2.0
peyroux;2.0
maurice;8.0
long;6.0
demandent;3.0
conformément;10.0
bureau;37.0
avis;29.0
accorder;8.0
opposition;9.0
accordé;13.0
appelle;2.0
ouvrir;3.0
procéder;5.0
tirage;1.0
sort;5.0
scrutateur;4.0
supplémentaires;3.0
partageront;1.0
table;8.0
vote;21.0
opération;5.0
lieu;14.0
désigne;1.0
lre;2.0
kempf;1.0
mauriès;1.0
couteau;1.0
geonroy-saintililaire;1.0
commandant;1.0
pilate;1.0
aimond;1.0
painlevé;1.0
rocher;1.0
eau;1.0
bosquette;1.0
loucheur;1.0
raynaldy;2.0
antier;1.0
jules;7.0
brunet;2.0
claussat;1.0
bernard;6.0
pas-de-calais;1.0
pierre;12.0
dignac;2.0
antoine;3.0
saillard;1.0
aubriot;1.0
fcrnand;1.0
engemnd;1.0
gavini;1.0
nail;1.0
anselme;4.0
patureau-mirand;3.0
procédé;2.0
restera;3.0
ouvert;6.0
voix;37.0
djmi-heure;1.0
suffirait;1.0
règle;5.0
reste;3.0
toutefois;2.0
insiste;1.0
pourra;11.0
clos;2.0
bout;1.0
demi-heure;2.0
seniliment;1.0
décidé;4.0
Monsieur;13.0
serait-il;1.0
possible;15.0
crois;4.0
précédent;4.0
salle;8.0
voisin;1.0
surveillance;2.0
commencer;2.0
immédiatement;11.0
délibération;4.0
serait;23.0
temps;23.0
gagné;1.0
xmon;1.0
autorise;1.0
procédure;3.0
suggérez;1.0
sens;3.0
changeons;1.0
urne;2.0
placée;1.0
tribune;7.0
corbeille;2.0
dépose;1.0
bulletin;1.0
boule;2.0
contrôle;9.0
commencée;1.0
minute;5.0
terminée;1.0
voter;7.0
invite;1.0
retirer;1.0
disposées;1.0
travaux;36.0
public;32.0
trocquer;1.0
honneur;9.0
déposer;2.0
nom;18.0
guerre;88.0
relatif;25.0
réquisition;2.0
provisoire;8.0
transport;21.0
navigable;1.0
urgence;5.0
renvoyé;6.0
crédit;11.0
imprimé;6.0
distribué;6.0
asscntiment;1.0
ref;1.0
xavier;4.0
magallon;5.0
gouvernement;25.0
condition;20.0
formation;6.0
cabinet;4.0
escoffier;1.0
nord;10.0
catastrophe;1.0
survenue;1.0
décembre;124.0
gare;2.0
douai;1.0
naufrage;1.0
paquebot;1.0
afrique;9.0
propose-t-il;1.0
minisire;1.0
reçu;19.0
fin;9.0
journée;1.0
visite;2.0
honorables;1.0
interpellateur;1.0
géogérald;2.0
voulait;2.0
annoncer;1.0
intention;3.0
dit;18.0
disposition;20.0
soir;6.0
prochaine;5.0
conséquent;11.0
barthou;9.0
soulève;1.0
présente;2.0
méthode;8.0
parlementaire;14.0
seule;3.0
déclaration;11.0
pût;1.0
faire;39.0
attendions;1.0
mis;21.0
réponse;19.0
réserve;27.0
entière;3.0
décision;10.0
appartient;6.0
prendre;9.0
responsabilité;4.0
ami;8.0
maintenir;5.0
fixé;7.0
applaudissement;19.0
remettre;4.0
consacrée;1.0
vient;7.0
saisie;4.0
sentiment;2.0
unanime;1.0
affirmé;1.0
dise;1.0
soient;23.0
attaque;1.0
déjà;13.0
injustement;1.0
objet;28.0
volonté;3.0
mettre;6.0
travail;56.0
instrument;8.0
défaut;3.0
donné;11.0
risquera;1.0
égarer;1.0
perdre;7.0
compromettre;1.0
débat;5.0
prématuré;1.0
inutiles;2.0
relative;34.0
défense;1.0
nationale;7.0
peuvent-elles;1.0
discutées;3.0
tdc;1.0
fiscal;2.0
finance;52.0
exposé;5.0
discutés;1.0
manière;5.0
sérieux;3.0
efficace;3.0
faut;16.0
entendu;9.0
spéciale;23.0
budget;10.0
constituée;1.0
enfin;3.0
série;1.0
préoccupent;1.0
extérieure;9.0
vérité;3.0
pays;20.0
parlement;8.0
savent;2.0
situation;12.0
indispensable;4.0
examinées;1.0
sachent;1.0
abordée;1.0
utile;6.0
nommé;3.0
extérieures;11.0
précisément;3.0
est-à-dire;8.0
mode;6.0
nor;1.0
mination;2.0
écartait;1.0
substituer;2.0
aurait;11.0
se-;1.0
raient;1.0
ajourné;5.0
semaine;8.0
seraient;4.0
perdues;1.0
travailler;2.0
gauche;7.0
républicain;1.0
démocratique;1.0
jeudi;11.0
dernier;12.0
laissé;1.0
opinion;9.0
malaise;1.0
pourrait;4.0
étendre;3.0
porter;1.0
atteinte;1.0
régime;7.0
dissipé;1.0
rapidement;3.0
iiienj;1.0
intérêt;15.0
évident;1.0
lors;3.0
devoi;1.0
apporter;4.0
clarté;1.0
précision;2.0
nette;2.0
acte;7.0
précis;1.0
positif;1.0
clarifier;1.0
sorte;3.0
atmosphère;2.0
déposé;68.0
éviter;3.0
équivoque;1.0
écarter;1.0
arrière-pensée;1.0
préalable;1.0
accord;17.0
nécessité;4.0
choix;2.0
remercie;2.0
accepté;7.0
principe;3.0
immédiate;2.0
avons;13.0
arriver;4.0
prononcer;1.0
circonstance;5.0
aurais;1.0
mauvais;2.0
grâce;1.0
élever;4.0
raison;15.0
judicieuses;1.0
exposer;2.0
éloquemment;1.0
maintien;12.0
porte;4.0
élaboration;1.0
ferai;1.0
attendre;2.0
maîtresse;2.0
posée;6.0
apparaîtra;1.0
juge;4.0
émotion;1.0
ajourne;1.0
inclinerai;1.0
base;1.0
action;4.0
inscrit;10.0
banc;10.0
voulez;4.0
arrêtons-nous;1.0
groupe;41.0
radical;1.0
radical-socialiste;1.0
associons;1.0
observation;8.0
viennent;3.0
présentées;3.0
honorable;4.0
demandons;5.0
ferme;2.0
déposées;5.0
renvoyée;7.0
constitution;5.0
auteur;4.0
visant;1.0
géné-;1.0
rale;2.0
fixée;6.0
suite;20.0
demandé;5.0
puisse;3.0
poser;4.0
moment;13.0
lorsqu;5.0
appelé;8.0
régler;3.0
décider;11.0
entend;3.0
inscrire;2.0
confondre;1.0
pose;3.0
oif;1.0
ben;1.0
bie;3.0
-récompris;1.0
fort;5.0
associé;1.0
aujourdhu;1.0
liment;1.0
stant;2.0
chalnbre;1.0
sul;2.0
dép;4.0
sées;1.0
tres;1.0
blctt;1.0
somme;16.0
chin;1.0
cachin;7.0
ntendtf;1.0
sident;1.0
suggestion;1.0
discutée;1.0
espère;2.0
ggra;1.0
modifiée;7.0
mouvement;3.0
consulte;6.0
consultée;2.0
prononce;3.0
tenu;2.0
tendu;1.0
etique;1.0
suivront;1.0
îmm;1.0
dia;2.0
eïne;1.0
puis;8.0
cepter;1.0
elja;1.0
satoir;1.0
jfoll;1.0
maga;1.0
terpellations;1.0
interpellatiolls;1.0
fixées;2.0
lwa;1.0
rieure;3.0
deillan;1.0
ela;3.0
role;1.0
jtt;1.0
tet;1.0
nudet;1.0
permets;1.0
avoll;1.0
gue;2.0
aidsi;1.0
eegeo;1.0
grjjest;1.0
maintenue;1.0
tete;1.0
dts;1.0
tàl;1.0
éfy;1.0
gérald;5.0
ojj;1.0
dif;1.0
cile;1.0
discute;2.0
oliqgénétal;1.0
connaître;3.0
politlltode;1.0
gén;2.0
procédons;1.0
inétilo;1.0
hla;1.0
ent;4.0
éla;1.0
éstrlptlon;1.0
hlqu;1.0
muë;1.0
harnbre;1.0
nsultée;1.0
lseription;1.0
lit;2.0
wrdre;1.0
iile;1.0
-sjdent;1.0
sei;1.0
ilten;1.0
slu;1.0
cofiiudet;1.0
lafont;7.0
barre;2.0
ins;1.0
rilédiatemont;1.0
fraflfjiï;1.0
saisi;2.0
tion-;1.0
bouchesaml;1.0
sut;1.0
exécution;3.0
clause;1.0
spersailles;1.0
réparation;6.0
mages-;1.0
maritime;5.0
répartire;1.0
allié;3.0
navire;3.0
comernis;1.0
sous-secrétaire;3.0
ihe;1.0
tonnage;1.0
allemand;3.0
faudra;2.0
consulter;2.0
conférence;3.0
paix;12.0
isions;1.0
interalliées;1.0
occue;1.0
sinta;1.0
con-;2.0
àie;1.0
interl;1.0
pere;1.0
documenter;1.0
déeki;1.0
rrî;1.0
docu-;1.0
lli-becrétaire;1.0
maj;1.0
soumis;3.0
part;29.0
kiu;1.0
ine;1.0
lie;2.0
jela;1.0
tivement;1.0
crise;9.0
nande;1.0
interpeln;1.0
cutée;1.0
sser;2.0
urgent;2.0
charnksesti;1.0
répartition;5.0
jifctu;1.0
intéresse;3.0
îlaml;1.0
parleetitier;1.0
admissible;2.0
pbgg;1.0
ayons;3.0
gérance;1.0
sëïïi;1.0
iilm;1.0
prise;4.0
ifeit;1.0
entito;1.0
an;19.0
tenir;3.0
besoin;6.0
pplaudissemenis;1.0
bduie;1.0
perps;1.0
étaire;1.0
accepte;9.0
chamr;1.0
scutera;1.0
jour-là;1.0
définitive;4.0
interbin;1.0
extrbne;1.0
-quel;1.0
interpellaha;1.0
ortsj;1.0
crétaire;1.0
rïïsde;1.0
mieux;5.0
lus;2.0
-delm;1.0
sée;1.0
prononcée;2.0
pense;3.0
voudra;1.0
revenir;5.0
rfrès;1.0
souverain;2.0
modifier;38.0
venir;1.0
vienne;1.0
inscription;4.0
ordonnée;1.0
kerguézec;1.0
navale;2.0
france;9.0
rinscription;1.0
ordonn;1.0
rèibel;1.0
organisation;16.0
vue;14.0
diminuer;1.0
nombre;30.0
permanente;15.0
établir;7.0
parallélisme;6.0
département;17.0
ministériels;6.0
henry;1.0
lémery;1.0
création;20.0
colonial;14.0
diagne;1.0
créer;4.0
colonie;38.0
protectorat;33.0
chappedelaine;2.0
augmenter;6.0
durée;13.0
nombre-des;1.0
josse;1.0
relbel;1.0
addition;3.0
barthélémy;5.0
bienveillance;2.0
indulgence;1.0
aborde;1.0
effrayé;1.0
expérimentés;1.0
éprouve;1.0
violent;1.0
appréhension;2.0
serais;1.0
monté;2.0
obligé;6.0
mandat;2.0
honoré;3.0
sollicité;1.0
réelle;1.0
dépit;3.0
apparence;1.0
accrcit;1.0
pensée;3.0
place;7.0
souvent;5.0
occupée;1.0
talent;1.0
compétence;6.0
dévoué;1.0
prétention;1.0
remplacer;3.0
voudrais;1.0
idée;1.0
présidé;1.0
plan;2.0
quantité;3.0
extrêmement;4.0
intéressantes;1.0
trait;5.0
absent;5.0
quorum;1.0
révision;1.0
matière;7.0
stabilité;2.0
ministérielle;5.0
inconvénient;5.0
exiger;1.0
pourrons;3.0
adopter;3.0
cour;20.0
interrompre;2.0
contraire;5.0
devon;4.0
intérieure;4.0
cellule;1.0
trouvons;2.0
présence;8.0
impossibilité;6.0
alimenter;1.0
pouvons;6.0
adoptons;1.0
soumettre;2.0
nommer;9.0
savoir;6.0
pourront;3.0
exercer;1.0
fonction;5.0
trouvés;3.0
problème;9.0
serontelles;1.0
nommées;4.0
fermé;1.0
venaient;1.0
contact;1.0
rtaine;1.0
mesure;8.0
reflet;1.0
publique;16.0
prononçaient;1.0
semblait;1.0
no-;1.0
devait;3.0
dominer;1.0
général;15.0
nou-;2.0
veau;1.0
favorables;1.0
propose;10.0
expliquer;2.0
solution;4.0
dois;1.0
mal;3.0
comprise;1.0
frappé;1.0
porté;10.0
suffisaient;1.0
coçjpé-;1.0
trouvaient;1.0
désignés;2.0
désignation;2.0
commissaire;3.0
faisait;2.0
hasard;4.0
pouvait;3.0
réunir;3.0
pouvaient;2.0
entrer;1.0
apporté;1.0
légère;1.0
ancien;14.0
disait;1.0
désigner;2.0
fallait;2.0
constituer;2.0
scrupule;1.0
retenaient;1.0
loin;1.0
privé;2.0
droit;31.0
électoral;2.0
doute;4.0
connu;2.0
côté;6.0
indépendant;2.0
existence;1.0
prêtait;1.0
facilement;2.0
flanc;1.0
critique;1.0
publiciste;1.0
dites;2.0
demandaient;1.0
mystère;1.0
non-inscrit;1.0
non-groupes;1.0
liberté;3.0
absolue;5.0
avertiront;1.0
convoquera;2.0
spécial;11.0
élire;1.0
seconde;4.0
réduction;4.0
manifesté;1.0
tendance;1.0
réduire;2.0
semblé;6.0
majorité;7.0
poussait;1.0
partie;17.0
négligence;2.0
devoir;6.0
devions;2.0
donner;7.0
importante;3.0
élu;4.0
naître;2.0
reflétant;1.0
davantage;1.0
déterminé;1.0
devaient;1.0
preuve;3.0
zèle;1.0
difficulté;5.0
consisté;1.0
suppression;7.0
précédente;17.0
trouvions;1.0
alsace-lorraine;3.0
demandée;3.0
frère;1.0
retrouvés;1.0
avion;4.0
incliner;1.0
région;25.0
libéré;17.0
disparaître;1.0
également;6.0
tendaient;1.0
rétablissement;8.0
supprimées;2.0
douane;13.0
énergie;2.0
remarquer;2.0
fourni;1.0
considérable;3.0
réunie;1.0
technicité;2.0
entraînement;1.0
tarif;7.0
connaissance;4.0
manquent;1.0
initié;1.0
rejeté;1.0
considérant;1.0
système;15.0
économique;9.0
douanier;5.0
autonome;4.0
institution;7.0
fiscales;2.0
détacher;1.0
commercial;4.0
intégrante;1.0
loredu;1.0
erreur;2.0
direz;1.0
expose;2.0
conclusion;2.0
terminologie;3.0
engerand;10.0
qualifier;1.0
hydraulique;2.0
motrice;5.0
