;1882-12-06_1
chambre;84.0
député;5.0
session;2.0
extraordinaire;14.0
goiptlilindu;1.0
iitenso;1.0
séanc;1.0
mercredi;1.0
décembre;7.0
sommaire;2.0
teln;1.0
-vral;1.0
bellot;2.0
pradet-balade;2.0
tell;2.0
lette;1.0
bernard;2.0
doubs;2.0
-uses;1.0
dêpôt;1.0
ministre;124.0
finance;52.0
nances;1.0
proiei;1.0
loi;95.0
objet;13.0
tidrsa;1.0
perception;7.0
surtaxe;17.0
vin;12.0
mayenne;3.0
octroi;13.0
mayenno;1.0
roro;1.0
ation;1.0
établies;4.0
alcool;12.0
avesnes;2.0
nord;5.0
porogation;1.0
darnétal;2.0
seine;4.0
inférieur;6.0
pontoise;1.0
seine-et;1.0
suite;15.0
seussion;1.0
bud;2.0
général;29.0
fet;2.0
énéral;1.0
llistèreeà;1.0
dépense;28.0
exercice;14.0
tde;1.0
isîd;1.0
iücharclque;1.0
amendement;90.0
richard;8.0
waddington;7.0
wadding;1.0
commerce;69.0
dautresme;7.0
rap;2.0
porte;7.0
iletrait;1.0
laisant;21.0
rapporteur;49.0
antonin;6.0
proust;8.0
leu;6.0
treifnq;1.0
ace;2.0
comdu;1.0
rejet;3.0
myde;1.0
hérédia;5.0
adoption;9.0
pitre;5.0
chapitre;40.0
thet;1.0
entretien;14.0
établissement;53.0
uufolij;1.0
chre;1.0
arloptio-n;1.0
tioapitres;1.0
construcet;1.0
lallation;1.0
ecole;3.0
aentrale;1.0
art;46.0
cturesï;1.0
centrale;7.0
optior;1.0
monr;1.0
delafosse;6.0
iln;1.0
annonce;2.0
président;70.0
décès;2.0
presentar;1.0
iole;1.0
tatio;1.0
rainistre;1.0
intérieur;3.0
toriser;1.0
projet;58.0
tendant;6.0
auu;1.0
tpfrr;1.0
lla;1.0
aule;1.0
département;32.0
haute-loire;1.0
travaux;74.0
parteraelkt;1.0
lozère;3.0
contracter;5.0
tri;5.0
rtirit;1.0
pou;2.0
construction;4.0
école;18.0
loire;4.0
inj;1.0
