;1909-11-30_1
chambre;100.0
député;16.0
législature;1.0
session;2.0
extraordinaire;3.0
compte;76.0
rendu;10.0
extenso;5.0
séance;26.0
lre;4.0
mardi;2.0
novembre;19.0
sommaire;2.0
procès-verbal;9.0
excuse;4.0
demande;76.0
congé;14.0
suite;39.0
discussion;57.0
projet;50.0
loi;134.0
portant;9.0
fixation;6.0
budget;175.0
général;101.0
exercice;18.0
finance;257.0
générale;48.0
henri;19.0
michel;24.0
georges;23.0
berry;19.0
jules;22.0
coutant;20.0
bedouce;80.0
règlement;15.0
ordre;25.0
jour;58.0
dépôt;70.0
guillemet;2.0
rapport;36.0
octroi;11.0
plouigneau;2.0
finistère;2.0
présidence;4.0
iienri;2.0
brisson;2.0
ouverte;2.0
matin;20.0
edouard;4.0
néron;2.0
secrétaire;3.0
donne;15.0
lecture;2.0
adopté;77.0
président;90.0
gaston;1.0
galpin;1.0
treignier;1.0
emile;3.0
chauvin;1.0
pierre;3.0
berger;1.0
devin;1.0
excusent;3.0
pouvoir;24.0
assister;3.0
pichery;1.0
monsservin;1.0
demain;16.0
octave;2.0
vigne;2.0
grandmaison;2.0
demandent;16.0
lin;2.0
renvoyées;1.0
commission;115.0
appelle;8.0
dépense;44.0
recette;28.0
ministère;50.0
arrêtée;1.0
hier;5.0
bouches-du-rhône;5.0
Monsieur;102.0
discours;10.0
périgueux;3.0
conseil;17.0
dit;42.0
pays;47.0
ruisselle;4.0
inonde;3.0
entier;8.0
exprimer;3.0
inquiétude;6.0
regret;3.0
reste;15.0
briand;1.0
ajoutait;2.0
immédiatement;9.0
gouvernement;60.0
républicain;5.0
consacrer;2.0
effort;11.0
organiser;5.0
crédit;119.0
approcher;3.0
commerçant;12.0
industriel;22.0
cultivateur;4.0
faire;138.0
bas;4.0
laine;2.0
ouvrent;2.0
profit;12.0
nationaux;6.0
permettre;14.0
accroître;3.0
moyen;31.0
producuon;1.0
remarquable;3.0
sûreté;1.0
coup;9.0
caractérisé;1.0
situation;59.0
financière;14.0
économique;18.0
france;60.0
signalé;5.0
mal;10.0
indiqué;9.0
remède;4.0
est-il;10.0
réel;4.0
vrai;6.0
part;27.0
monde;13.0
puisse;9.0
aimerais;2.0
mieux;25.0
doute;11.0
point;56.0
banquière;1.0
disait;9.0
honorable;29.0
ribot;3.0
tribune;14.0
sénat;8.0
grenier;1.0
capital;37.0
écrit;7.0
côté;16.0
chef;15.0
école;4.0
économie;57.0
politique;8.0
edmond;3.0
théry;2.0
appui;1.0
assertion;2.0
savant;2.0
directeur;28.0
economiste;1.0
européen;1.0
cite;1.0
chiffre;51.0
concluants;1.0
défient;1.0
controverse;1.0
prêté;1.0
milliard;12.0
beau;6.0
métaphore;1.0
hardiesse;1.0
exacte;3.0
saisissante;2.0
ait;21.0
patriote;1.0
parti;7.0
réclame;5.0
terme;30.0
est-elle;1.0
fondé;11.0
faut;51.0
augmenter;12.0
production;6.0
grave;8.0
constatation;2.0
apportée;4.0
déjà;30.0
parlement;9.0
presse;1.0
nombre;50.0
collègue;58.0
plissônnier;1.0
gérald;1.0
rouanet;1.0
jaurès;3.0
reprise;11.0
exposé;6.0
périer;3.0
attaché;1.0
commercial;8.0
londres;4.0
adressé;5.0
français;50.0
exprime;2.0
industrie;17.0
françaisen;1.0
soutenue;2.0
banque;38.0
prêtent;2.0
peut-être;31.0
grand;91.0
société;56.0
étranger;40.0
avanceraient;1.0
centime;12.0
agit;26.0
affaire;31.0
genre;13.0
opération;22.0
interdit;5.0
parles;4.0
statut;3.0
peut-on;1.0
remédier;2.0
chose;24.0
souffre;1.0
opinion;8.0
créer;13.0
commerciale;4.0
aident;1.0
réellement;3.0
commerce;20.0
développer;1.0
contrairement;3.0
établissement;26.0
financier;13.0
raison;43.0
sociale;16.0
pourrait;22.0
supposer;1.0
proposent;2.0
rendre;11.0
utile;8.0
développement;12.0
fassent;1.0
ambassadeur;2.0
cambon;1.0
banquet;1.0
disponible;13.0
viennent;4.0
aid;1.0
utilisés;1.0
favoriser;1.0
emprunt;15.0
etats;2.0
soutenir;2.0
escompte;5.0
papier;7.0
circulant;1.0
devient;3.0
banquier;4.0
europe;4.0
épargne;23.0
sert;6.0
concurrent;6.0
fabricant;2.0
assurer;15.0
exportation;2.0
service;129.0
étendre;2.0
pourrions;11.0
multiplier;1.0
témoignage;1.0
homme;15.0
etat;112.0
économiste;1.0
publiciste;1.0
citation;2.0
apporte;3.0
plainte;4.0
intéressé;14.0
emprunte;1.0
proposition;39.0
déposée;4.0
ancien;14.0
codet;2.0
sénateur;5.0
présentée;5.0
parlementaire;3.0
titre;29.0
seul;16.0
indique;8.0
suffisamment;1.0
caractère;3.0
mutuel;5.0
coopérative;1.0
émue;1.0
dit-il;1.0
faite;14.0
vraie;2.0
agriculteur;3.0
décidé;8.0
présenter;12.0
motif;3.0
montrer;5.0
nécessité;19.0
appellerons;1.0
attention;27.0
parviennent;1.0
région;6.0
plaint-on;1.0
plaint;3.0
généralement;2.0
dirigées;1.0
but;6.0
gérer;3.0
avantageusement;1.0
propre;8.0
facilité;6.0
faveur;12.0
besoin;19.0
souligne;1.0
passant;1.0
créées;3.0
avantage;12.0
avez;36.0
référer;1.0
ailleurs;28.0
continue-t-il;1.0
offrent;1.0
condition;38.0
avantageux;5.0
client;20.0
aient;4.0
effectué;2.0
préalablement;1.0
suffisante;1.0
préserver;1.0
risque;11.0
jamais;16.0
découvert;1.0
commercant;1.0
fond;36.0
insuffisants;2.0
confiance;6.0
inspire;1.0
personnalité;1.0
agriculture;7.0
végètent;1.0
languissent;1.0
marasme;1.0
trouvent;5.0
nécessaire;48.0
prospé;1.0
rité;1.0
misère;3.0
également;15.0
incontestables;1.0
incontestés;1.0
apparence;3.0
contradictoires;1.0
inconciliables;1.0
dressent;3.0
face;14.0
sorte;18.0
antithèse;1.0
paradoxalejetée;1.0
défi;1.0
sens;13.0
public;35.0
applaudissement;50.0
expliquent-ils;1.0
troublante;1.0
énigme;1.0
trouvons;3.0
organisation;9.0
actuelle;19.0
inorganisation;1.0
fonctionnement;6.0
allais;2.0
agissement;2.0
lyonnais;4.0
nord;7.0
ont-ils;2.0
souffrir;1.0
entraîné;1.0
disparition;2.0
locale;2.0
changement;4.0
complet;3.0
autrefois;5.0
vivait;1.0
milieu;3.0
traversaient;1.0
crise;2.0
passager;2.0
venait;1.0
aide;9.0
connaissait;2.0
entreprise;14.0
adressait;2.0
intellectuel;4.0
morale;5.0
activité;7.0
intelligence;2.0
probité;1.0
entraient;1.0
ligne;16.0
-de;9.0
décision;2.0
ouvrait;1.0
caisse;65.0
faisait;3.0
numéro;2.0
connaît;8.0
portefeuille;6.0
veut;7.0
connaître;6.0
souple;1.0
déliée;1.0
infatigable;1.0
honorabilité;1.0
épreuve;1.0
soucie;1.0
capacité;6.0
vaut-il;1.0
jauge-t-il;1.0
financièrement;1.0
parlant;3.0
important;11.0
essentiel;4.0
considère;6.0
virtus;1.0
post;1.0
nummos;1.0
horace;1.0
fut;6.0
dicton;1.0
populaire;1.0
prête;2.0
riche;3.0
exactitude;1.0
rigoureuse;1.0
conséquence;7.0
ralentissement;2.0
agricoles;3.0
fléchissement;1.0
nationale;10.0
lenteur;1.0
voisin;7.0
stagnation;1.0
ecoutez;1.0
cauwès;1.0
professeur;2.0
faculté;10.0
droit;41.0
pari;67.0
propos;7.0
préface;2.0
précède;1.0
livre;5.0
progrès;3.0
amassons;1.0
encaisse;2.0
plus-value;1.0
annuité;33.0
successorale;1.0
atteste;1.0
richesse;3.0
croissante;1.0
déplorable;2.0
contraste;1.0
objection;4.0
fait-elle;1.0
ajourner;1.0
ralentir;1.0
exécution;3.0
intérêt;85.0
national;5.0
travaux;7.0
navigabilité;1.0
fleuve;1.0
canalisation;1.0
avons;49.0
citer;4.0
canal;6.0
latéral;1.0
rhône;5.0
loire;3.0
navigable;1.0
approfondissement;1.0
port;2.0
extension;2.0
réseau;10.0
ferrées;4.0
raccordement;1.0
ajouter;2.0
fluviale;2.0
uvres;10.0
défense;4.0
salut;1.0
reboisement;1.0
montagne;2.0
dotées;1.0
dérisoires;1.0
vue;34.0
écrivait;1.0
temps;47.0
février;15.0
année;69.0
dernier;36.0
décadence;1.0
relative;6.0
terrain;21.0
notamment;8.0
spectacle;1.0
guère;2.0
an;57.0
somme;101.0
rang;3.0
bond;1.0
rival;4.0
modestes;7.0
prenons;2.0
comparaison;3.0
voyons;4.0
extérieur;3.0
augmenté;5.0
angleterre;8.0
progressé;1.0
allemagne;9.0
italie;2.0
proportion;8.0
etats-unis;3.0
belgique;4.0
infériorité;2.0
sont-ils;3.0
intelligents;1.0
confrère;1.0
assurément;1.0
pourrait-on;3.0
vouloir;9.0
plier;1.0
exigence;3.0
consommation;4.0
peur;2.0
modifier;7.0
outillage;4.0
entravent;1.0
cause;7.0
principale;4.0
manque;4.0
inférieur;9.0
demi;7.0
peuple;9.0
économe;1.0
vertu;5.0
primordiales;1.0
race;2.0
faut-il;2.0
retourne;1.0
menace;2.0
set;1.0
vitalité;2.0
verrons;3.0
instant;9.0
préoccupation;10.0
inquiétante;1.0
douloureuse;4.0
obsède;1.0
esprit;16.0
lorsqu;23.0
étudie;1.0
vat-elle;1.0
quart;6.0
